ID,yrbirth,social_immigrant_status,male_bl,female_bl,male_bd,female_bd,bl,sex,yrbirth_centre
VE32800,1989,local,NA,13.6,NA,4.5,13.6,Female,-5.012856569
VE32839,1989,local,13.8,NA,4.8,NA,13.8,Male,-5.012856569
VE32861,1989,local,NA,13.2,NA,4.2,13.2,Female,-5.012856569
VE33144,1989,local,NA,14.1,NA,4.6,14.1,Female,-5.012856569
VE33150,1989,local,13.6,NA,4.5,NA,13.6,Male,-5.012856569
VE33157,1989,local,NA,13.5,NA,4.4,13.5,Female,-5.012856569
VE33205,1989,local,NA,13.4,NA,4.4,13.4,Female,-5.012856569
VE33226,1989,local,NA,13.9,NA,4.4,13.9,Female,-5.012856569
VE33227,1989,local,13.5,NA,4.8,NA,13.5,Male,-5.012856569
VE33228,1989,local,NA,13.7,NA,4.6,13.7,Female,-5.012856569
VE33274,1989,local,NA,13.5,NA,4.4,13.5,Female,-5.012856569
VE33332,1989,local,NA,14.05,NA,4.3,14.05,Female,-5.012856569
VE33334,1989,local,NA,13.6,NA,4.4,13.6,Female,-5.012856569
VE33375,1989,local,13.5,NA,4.55,NA,13.5,Male,-5.012856569
VE33384,1989,local,NA,13.9,NA,4.6,13.9,Female,-5.012856569
VE33386,1989,local,14,NA,4.8,NA,14,Male,-5.012856569
VE33388,1989,local,NA,13.7,NA,4.7,13.7,Female,-5.012856569
VE33391,1989,local,NA,14.5,NA,4.7,14.5,Female,-5.012856569
VE33445,1989,local,NA,13.75,NA,4.2,13.75,Female,-5.012856569
VH12151,1989,immigrant,13.25,NA,4.65,NA,13.25,Male,-5.012856569
VH12250,1989,local,13.2,NA,4.4,NA,13.2,Male,-5.012856569
VH12260,1989,local,13.4,NA,4.5,NA,13.4,Male,-5.012856569
F874641,1990,immigrant,13.2,NA,4.9,NA,13.2,Male,-4.012856569
F937804,1990,immigrant,NA,13.35,NA,4.45,13.35,Female,-4.012856569
F937838,1990,immigrant,NA,14.4,NA,4.8,14.4,Female,-4.012856569
F937863,1990,immigrant,NA,13.35,NA,4.25,13.35,Female,-4.012856569
F937886,1990,immigrant,NA,13.4,NA,4.2,13.4,Female,-4.012856569
F937887,1990,immigrant,13.35,NA,4.5,NA,13.35,Male,-4.012856569
F937888,1990,immigrant,NA,14.4,NA,4.5,14.4,Female,-4.012856569
F937889,1990,immigrant,13.95,NA,4.5,NA,13.95,Male,-4.012856569
F937890,1990,immigrant,NA,13,NA,4.4,13,Female,-4.012856569
F937891,1990,immigrant,13,NA,4.6,NA,13,Male,-4.012856569
F937892,1990,immigrant,13.6,NA,4.5,NA,13.6,Male,-4.012856569
F937894,1990,immigrant,13.65,NA,4.7,NA,13.65,Male,-4.012856569
F937896,1990,immigrant,NA,14.95,NA,4.5,14.95,Female,-4.012856569
F937897,1990,immigrant,NA,13.9,NA,4.7,13.9,Female,-4.012856569
F937898,1990,immigrant,NA,14.5,NA,4.7,14.5,Female,-4.012856569
F937899,1990,immigrant,14.1,NA,4.7,NA,14.1,Male,-4.012856569
F937900,1990,immigrant,13.8,NA,4.6,NA,13.8,Male,-4.012856569
F937901,1990,immigrant,12.6,NA,4.4,NA,12.6,Male,-4.012856569
F952559,1990,immigrant,13.9,NA,4.65,NA,13.9,Male,-4.012856569
VE26156,1990,local,13.2,NA,4.5,NA,13.2,Male,-4.012856569
VE26178,1990,local,13,NA,4.3,NA,13,Male,-4.012856569
VE33827,1990,local,14,NA,4.55,NA,14,Male,-4.012856569
VE33854,1990,local,13.1,NA,4.5,NA,13.1,Male,-4.012856569
VH21020,1990,local,13.8,NA,4.4,NA,13.8,Male,-4.012856569
VH83529,1990,local,13.5,NA,4.8,NA,13.5,Male,-4.012856569
VH83595,1990,local,NA,13.95,NA,4.6,13.95,Female,-4.012856569
VH84013,1990,local,NA,14.6,NA,4.5,14.6,Female,-4.012856569
VH84027,1990,local,NA,13.4,NA,4.6,13.4,Female,-4.012856569
VH84051,1990,local,NA,13.7,NA,4.6,13.7,Female,-4.012856569
VH84072,1990,local,13.3,NA,4.25,NA,13.3,Male,-4.012856569
VH84113,1990,local,13,NA,4.7,NA,13,Male,-4.012856569
VH84116,1990,local,14,NA,4.5,NA,14,Male,-4.012856569
VH84235,1990,local,NA,13.8,NA,4.3,13.8,Female,-4.012856569
VH84248,1990,local,13.7,NA,4.3,NA,13.7,Male,-4.012856569
VH84293,1990,local,NA,13.75,NA,4.5,13.75,Female,-4.012856569
VH84334,1990,local,NA,13.45,NA,4.55,13.45,Female,-4.012856569
VH84357,1990,local,NA,13.2,NA,4.5,13.2,Female,-4.012856569
VH84373,1990,local,12.95,NA,4.45,NA,12.95,Male,-4.012856569
VH84404,1990,local,NA,13.7,NA,4.25,13.7,Female,-4.012856569
VH84419,1990,local,NA,13.15,NA,4.5,13.15,Female,-4.012856569
VH84423,1990,local,NA,13.05,NA,4.5,13.05,Female,-4.012856569
VH84434,1990,local,13.4,NA,4.3,NA,13.4,Male,-4.012856569
VH84466,1990,local,NA,13.8,NA,4.6,13.8,Female,-4.012856569
VH84510,1990,local,NA,13.95,NA,4.4,13.95,Female,-4.012856569
VH84516,1990,local,NA,14.5,NA,4.2,14.5,Female,-4.012856569
VH84517,1990,local,14,NA,4.3,NA,14,Male,-4.012856569
VH84638,1990,local,NA,13.5,NA,4.4,13.5,Female,-4.012856569
VH84643,1990,local,NA,13.6,NA,4.35,13.6,Female,-4.012856569
VH84672,1990,local,NA,13.6,NA,4.4,13.6,Female,-4.012856569
E066365,1991,immigrant,13.6,NA,4.85,NA,13.6,Male,-3.012856569
E066379,1991,immigrant,NA,14,NA,4.5,14,Female,-3.012856569
F465930,1991,immigrant,NA,13.95,NA,4.5,13.95,Female,-3.012856569
F465932,1991,immigrant,13.95,NA,4.8,NA,13.95,Male,-3.012856569
F465933,1991,immigrant,13.35,NA,4.5,NA,13.35,Male,-3.012856569
F465934,1991,immigrant,NA,13.9,NA,4.5,13.9,Female,-3.012856569
F465935,1991,immigrant,NA,13.8,NA,4.5,13.8,Female,-3.012856569
F465936,1991,immigrant,13.5,NA,4.7,NA,13.5,Male,-3.012856569
F465943,1991,immigrant,13.7,NA,4.5,NA,13.7,Male,-3.012856569
F877322,1991,immigrant,NA,13.8,NA,4.35,13.8,Female,-3.012856569
F937933,1991,immigrant,13.45,NA,4.6,NA,13.45,Male,-3.012856569
F952678,1991,immigrant,NA,13.65,NA,4.45,13.65,Female,-3.012856569
F952679,1991,immigrant,NA,13.9,NA,4.45,13.9,Female,-3.012856569
F952680,1991,immigrant,13.65,NA,4.7,NA,13.65,Male,-3.012856569
F952682,1991,immigrant,NA,14.2,NA,4.6,14.2,Female,-3.012856569
F952683,1991,immigrant,NA,13.9,NA,4.7,13.9,Female,-3.012856569
F952684,1991,immigrant,NA,13.1,NA,4.45,13.1,Female,-3.012856569
F952685,1991,immigrant,NA,13.3,NA,4.45,13.3,Female,-3.012856569
F952687,1991,immigrant,13.4,NA,4.5,NA,13.4,Male,-3.012856569
F952688,1991,immigrant,NA,13.6,NA,4.55,13.6,Female,-3.012856569
F952689,1991,immigrant,NA,13.55,NA,4.65,13.55,Female,-3.012856569
F952690,1991,immigrant,NA,13.95,NA,4.5,13.95,Female,-3.012856569
F952691,1991,immigrant,13.5,NA,4.85,NA,13.5,Male,-3.012856569
F952692,1991,immigrant,NA,13.7,NA,4.45,13.7,Female,-3.012856569
F952693,1991,immigrant,12.9,NA,4.55,NA,12.9,Male,-3.012856569
F952694,1991,immigrant,NA,14.6,NA,4.6,14.6,Female,-3.012856569
F952696,1991,immigrant,13.3,NA,4.55,NA,13.3,Male,-3.012856569
F952697,1991,immigrant,NA,13.8,NA,4.6,13.8,Female,-3.012856569
F952698,1991,immigrant,12.95,NA,4.75,NA,12.95,Male,-3.012856569
F952699,1991,immigrant,12.9,NA,4.7,NA,12.9,Male,-3.012856569
F952700,1991,immigrant,NA,14,NA,4.7,14,Female,-3.012856569
H300314,1991,immigrant,13.6,NA,4.6,NA,13.6,Male,-3.012856569
H300321,1991,immigrant,13.3,NA,4.65,NA,13.3,Male,-3.012856569
H300346,1991,immigrant,12.95,NA,4.5,NA,12.95,Male,-3.012856569
VH12302,1991,local,13.7,NA,4.65,NA,13.7,Male,-3.012856569
VH12323,1991,local,13.6,NA,4.7,NA,13.6,Male,-3.012856569
VH12327,1991,local,NA,13.5,NA,4.35,13.5,Female,-3.012856569
VH12329,1991,local,NA,13.8,NA,4.6,13.8,Female,-3.012856569
VH12334,1991,local,NA,13.65,NA,4.5,13.65,Female,-3.012856569
VH12337,1991,local,NA,13.3,NA,4.4,13.3,Female,-3.012856569
VH12346,1991,local,13.85,NA,4.8,NA,13.85,Male,-3.012856569
VH12355,1991,local,13.55,NA,4.75,NA,13.55,Male,-3.012856569
VH12356,1991,local,13.5,NA,4.8,NA,13.5,Male,-3.012856569
VH12363,1991,local,NA,13.9,NA,4.5,13.9,Female,-3.012856569
VH12368,1991,local,13.85,NA,4.65,NA,13.85,Male,-3.012856569
VH12377,1991,local,NA,12.85,NA,4.25,12.85,Female,-3.012856569
VH12382,1991,local,13.15,NA,4.7,NA,13.15,Male,-3.012856569
VH12385,1991,local,NA,13,NA,4.45,13,Female,-3.012856569
VH12391,1991,local,13.1,NA,4.5,NA,13.1,Male,-3.012856569
VH12392,1991,local,13.4,NA,4.5,NA,13.4,Male,-3.012856569
VH12393,1991,local,NA,13.5,NA,4.5,13.5,Female,-3.012856569
VH12395,1991,local,NA,14.1,NA,4.5,14.1,Female,-3.012856569
VH12399,1991,local,NA,13.5,NA,4.8,13.5,Female,-3.012856569
VH12400,1991,local,13,NA,4.6,NA,13,Male,-3.012856569
VH21101,1991,local,13.2,NA,4.6,NA,13.2,Male,-3.012856569
VH21500,1991,local,NA,13.6,NA,4.4,13.6,Female,-3.012856569
VH83256,1991,local,NA,14.5,NA,4.55,14.5,Female,-3.012856569
VH83809,1991,local,NA,14.45,NA,4.65,14.45,Female,-3.012856569
VH83820,1991,local,14,NA,4.8,NA,14,Male,-3.012856569
VH84759,1991,local,13.3,NA,4.4,NA,13.3,Male,-3.012856569
VH84760,1991,local,NA,14.2,NA,4.6,14.2,Female,-3.012856569
VH84762,1991,local,NA,13.3,NA,4.3,13.3,Female,-3.012856569
VH84785,1991,local,13.3,NA,4.65,NA,13.3,Male,-3.012856569
VH84885,1991,local,NA,13.2,NA,4.65,13.2,Female,-3.012856569
VH84892,1991,local,NA,14,NA,4.3,14,Female,-3.012856569
VH84909,1991,local,13.65,NA,4.45,NA,13.65,Male,-3.012856569
VH84910,1991,local,13.6,NA,4.4,NA,13.6,Male,-3.012856569
VH84913,1991,local,13.7,NA,4.4,NA,13.7,Male,-3.012856569
VH84915,1991,local,NA,13.85,NA,4.275,13.85,Female,-3.012856569
VH84916,1991,local,13.65,NA,4.7,NA,13.65,Male,-3.012856569
VH84918,1991,local,13,NA,4.4,NA,13,Male,-3.012856569
VH84941,1991,local,NA,13.85,NA,4.5,13.85,Female,-3.012856569
VH84954,1991,local,13.55,NA,4.8,NA,13.55,Male,-3.012856569
VH84956,1991,local,NA,13.6,NA,4.5,13.6,Female,-3.012856569
VH84962,1991,local,13.4,NA,4.5,NA,13.4,Male,-3.012856569
VH84971,1991,local,NA,13.9,NA,4.5,13.9,Female,-3.012856569
VH84975,1991,local,NA,13.5,NA,4.4,13.5,Female,-3.012856569
VH84976,1991,local,NA,13.5,NA,4.5,13.5,Female,-3.012856569
VH84979,1991,local,NA,14.2,NA,4.5,14.2,Female,-3.012856569
VH84983,1991,local,13.55,NA,4.6,NA,13.55,Male,-3.012856569
VH84984,1991,local,13.95,NA,4.5,NA,13.95,Male,-3.012856569
VH84988,1991,local,NA,13.6,NA,4.4,13.6,Female,-3.012856569
VH84989,1991,local,13.8,NA,4.6,NA,13.8,Male,-3.012856569
VH84996,1991,local,14.3,NA,4.75,NA,14.3,Male,-3.012856569
VH99032,1991,local,13.9,NA,4.9,NA,13.9,Male,-3.012856569
VH99812,1991,local,NA,13.5,NA,4.4,13.5,Female,-3.012856569
VH99823,1991,local,13.2,NA,4.6,NA,13.2,Male,-3.012856569
VJ57840,1991,immigrant,NA,13.6,NA,4.4,13.6,Female,-3.012856569
E509091,1992,immigrant,13.45,NA,4.8,NA,13.45,Male,-2.012856569
E509099,1992,immigrant,13.3,NA,4.5,NA,13.3,Male,-2.012856569
F465971,1992,immigrant,12.95,NA,4.8,NA,12.95,Male,-2.012856569
F952845,1992,immigrant,13.6,NA,4.5,NA,13.6,Male,-2.012856569
F952874,1992,immigrant,NA,13.4,NA,4.4,13.4,Female,-2.012856569
F952879,1992,immigrant,13.4,NA,4.7,NA,13.4,Male,-2.012856569
F952899,1992,immigrant,13.2,NA,4.55,NA,13.2,Male,-2.012856569
F952900,1992,immigrant,NA,13.1,NA,4.6,13.1,Female,-2.012856569
H300391,1992,immigrant,NA,13.4,NA,4.4,13.4,Female,-2.012856569
H300501,1992,immigrant,13.6,NA,4.6,NA,13.6,Male,-2.012856569
H300511,1992,immigrant,NA,13.6,NA,4.4,13.6,Female,-2.012856569
H300512,1992,immigrant,13.45,NA,4.7,NA,13.45,Male,-2.012856569
H300513,1992,immigrant,NA,13.5,NA,4.3,13.5,Female,-2.012856569
H300515,1992,immigrant,NA,14.6,NA,4.3,14.6,Female,-2.012856569
H300517,1992,immigrant,NA,14.1,NA,4.4,14.1,Female,-2.012856569
H300519,1992,immigrant,13.2,NA,4.7,NA,13.2,Male,-2.012856569
H300520,1992,immigrant,13.2,NA,4.5,NA,13.2,Male,-2.012856569
H300521,1992,immigrant,NA,14.2,NA,4.8,14.2,Female,-2.012856569
H300522,1992,immigrant,13,NA,4.6,NA,13,Male,-2.012856569
H300524,1992,immigrant,12.8,NA,4.65,NA,12.8,Male,-2.012856569
H300525,1992,immigrant,NA,13.7,NA,4.4,13.7,Female,-2.012856569
H300527,1992,immigrant,13.1,NA,4.55,NA,13.1,Male,-2.012856569
H300531,1992,immigrant,12.75,NA,4.6,NA,12.75,Male,-2.012856569
H300532,1992,immigrant,NA,14.2,NA,4.8,14.2,Female,-2.012856569
H300533,1992,immigrant,NA,13,NA,4.4,13,Female,-2.012856569
H300534,1992,immigrant,NA,12.85,NA,4.5,12.85,Female,-2.012856569
H300535,1992,immigrant,NA,14,NA,4.5,14,Female,-2.012856569
H300536,1992,immigrant,NA,13.5,NA,4.3,13.5,Female,-2.012856569
H300537,1992,immigrant,NA,13.5,NA,4.4,13.5,Female,-2.012856569
H300538,1992,immigrant,13.45,NA,4.6,NA,13.45,Male,-2.012856569
H300539,1992,immigrant,NA,13.1,NA,4.4,13.1,Female,-2.012856569
H300540,1992,immigrant,NA,14.1,NA,4.6,14.1,Female,-2.012856569
H300541,1992,immigrant,NA,14.5,NA,4.4,14.5,Female,-2.012856569
H300543,1992,immigrant,13.6,NA,4.5,NA,13.6,Male,-2.012856569
H300544,1992,immigrant,NA,14.5,NA,4.5,14.5,Female,-2.012856569
H300545,1992,immigrant,13.4,NA,4.8,NA,13.4,Male,-2.012856569
H300546,1992,immigrant,NA,13.6,NA,4.5,13.6,Female,-2.012856569
H300547,1992,immigrant,NA,13.65,NA,4.7,13.65,Female,-2.012856569
H300548,1992,immigrant,13.4,NA,4.75,NA,13.4,Male,-2.012856569
H300549,1992,immigrant,NA,13.2,NA,4.6,13.2,Female,-2.012856569
H300550,1992,immigrant,13.6,NA,4.8,NA,13.6,Male,-2.012856569
H300551,1992,immigrant,13.3,NA,4.9,NA,13.3,Male,-2.012856569
H300552,1992,immigrant,12.5,NA,4.5,NA,12.5,Male,-2.012856569
H300553,1992,immigrant,13.4,NA,4.5,NA,13.4,Male,-2.012856569
H300554,1992,immigrant,NA,13.65,NA,4.4,13.65,Female,-2.012856569
H300555,1992,immigrant,13.45,NA,4.7,NA,13.45,Male,-2.012856569
H300556,1992,immigrant,13.1,NA,4.8,NA,13.1,Male,-2.012856569
H300557,1992,immigrant,NA,13,NA,4.6,13,Female,-2.012856569
H300558,1992,immigrant,NA,14,NA,4.5,14,Female,-2.012856569
H300559,1992,immigrant,NA,13.3,NA,4.5,13.3,Female,-2.012856569
H300560,1992,immigrant,12.95,NA,4.5,NA,12.95,Male,-2.012856569
H300561,1992,immigrant,NA,13.85,NA,4.75,13.85,Female,-2.012856569
NN30558,1992,local,13,NA,4.65,NA,13,Male,-2.012856569
NN30562,1992,local,NA,13.9,NA,4.7,13.9,Female,-2.012856569
NN30571,1992,local,NA,13.5,NA,4.5,13.5,Female,-2.012856569
NN30579,1992,local,12.8,NA,4.45,NA,12.8,Male,-2.012856569
NN30801,1992,immigrant,NA,14.2,NA,4.5,14.2,Female,-2.012856569
NN30847,1992,immigrant,13.1,NA,4.8,NA,13.1,Male,-2.012856569
VE27684,1992,local,NA,13.4,NA,4.4,13.4,Female,-2.012856569
VH82006,1992,local,NA,13.55,NA,4.3,13.55,Female,-2.012856569
VH82010,1992,local,NA,13.8,NA,4.4,13.8,Female,-2.012856569
VH82011,1992,local,NA,13,NA,4.5,13,Female,-2.012856569
VH82013,1992,local,12.9,NA,4.65,NA,12.9,Male,-2.012856569
VH82017,1992,local,NA,13.6,NA,4.6,13.6,Female,-2.012856569
VH82023,1992,local,13.5,NA,4.65,NA,13.5,Male,-2.012856569
VH82024,1992,local,NA,13.4,NA,4.5,13.4,Female,-2.012856569
VH82027,1992,local,NA,13.5,NA,4.4,13.5,Female,-2.012856569
VH82061,1992,local,13.4,NA,4.6,NA,13.4,Male,-2.012856569
VH82062,1992,local,NA,13.6,NA,4.4,13.6,Female,-2.012856569
VH82085,1992,local,13.6,NA,4.6,NA,13.6,Male,-2.012856569
VH82116,1992,local,13.6,NA,4.8,NA,13.6,Male,-2.012856569
VH82119,1992,local,14.05,NA,4.9,NA,14.05,Male,-2.012856569
VH82120,1992,local,NA,15.2,NA,4.8,15.2,Female,-2.012856569
VH82122,1992,local,13.2,NA,4.8,NA,13.2,Male,-2.012856569
VH82127,1992,local,13.3,NA,4.6,NA,13.3,Male,-2.012856569
VH82129,1992,local,NA,13.2,NA,4.6,13.2,Female,-2.012856569
VH82130,1992,local,NA,13.2,NA,4.4,13.2,Female,-2.012856569
VH82136,1992,local,NA,13.95,NA,4.45,13.95,Female,-2.012856569
VH82156,1992,local,15.8,NA,4.85,NA,15.8,Male,-2.012856569
VH82165,1992,local,NA,14.1,NA,4.3,14.1,Female,-2.012856569
VH82184,1992,local,12.8,NA,4.8,NA,12.8,Male,-2.012856569
VH82200,1992,local,13.95,NA,4.7,NA,13.95,Male,-2.012856569
VH82201,1992,local,NA,13.85,NA,4.6,13.85,Female,-2.012856569
VH82214,1992,local,12.8,NA,4.6,NA,12.8,Male,-2.012856569
VH82221,1992,local,13,NA,4.5,NA,13,Male,-2.012856569
VH82228,1992,local,13,NA,4.6,NA,13,Male,-2.012856569
VH82232,1992,local,NA,13.25,NA,4.4,13.25,Female,-2.012856569
VH82265,1992,local,13.2,NA,4.45,NA,13.2,Male,-2.012856569
VH82275,1992,local,NA,13.45,NA,4.5,13.45,Female,-2.012856569
VH82291,1992,local,NA,13.1,NA,4.4,13.1,Female,-2.012856569
VH82294,1992,local,NA,13.4,NA,4.7,13.4,Female,-2.012856569
VH82315,1992,local,12.6,NA,4.55,NA,12.6,Male,-2.012856569
VH82318,1992,local,NA,13.2,NA,4.3,13.2,Female,-2.012856569
VH82323,1992,local,13.6,NA,4.6,NA,13.6,Male,-2.012856569
VH82328,1992,local,13.6,NA,4.7,NA,13.6,Male,-2.012856569
VH82332,1992,local,13.2,NA,4.6,NA,13.2,Male,-2.012856569
VH82334,1992,local,NA,13.85,NA,4.65,13.85,Female,-2.012856569
VH82355,1992,local,NA,13.2,NA,4.4,13.2,Female,-2.012856569
VH82360,1992,local,13.2,NA,4.4,NA,13.2,Male,-2.012856569
VH82380,1992,local,13.5,NA,4.6,NA,13.5,Male,-2.012856569
VH82381,1992,local,NA,13.4,NA,4.3,13.4,Female,-2.012856569
VH82388,1992,local,NA,13.25,NA,4.6,13.25,Female,-2.012856569
VH82390,1992,local,13.5,NA,4.7,NA,13.5,Male,-2.012856569
VH82427,1992,local,NA,13.9,NA,4.6,13.9,Female,-2.012856569
VH82464,1992,local,13.4,NA,4.5,NA,13.4,Male,-2.012856569
VH82465,1992,local,NA,13.7,NA,4.4,13.7,Female,-2.012856569
VH82468,1992,local,13.3,NA,4.6,NA,13.3,Male,-2.012856569
VH82472,1992,local,NA,13.7,NA,4.6,13.7,Female,-2.012856569
VH82473,1992,local,NA,14,NA,4.4,14,Female,-2.012856569
VH82478,1992,local,14.3,NA,4.85,NA,14.3,Male,-2.012856569
VH82535,1992,local,13.45,NA,4.9,NA,13.45,Male,-2.012856569
VH82539,1992,local,NA,13.2,NA,4.5,13.2,Female,-2.012856569
VH82578,1992,local,13.3,NA,4.8,NA,13.3,Male,-2.012856569
VH82583,1992,local,12.95,NA,4.55,NA,12.95,Male,-2.012856569
VH82596,1992,local,NA,13.3,NA,4.25,13.3,Female,-2.012856569
VH82644,1992,local,13.8,NA,4.6,NA,13.8,Male,-2.012856569
VH82666,1992,local,NA,13.35,NA,4.3,13.35,Female,-2.012856569
VH82696,1992,local,NA,13.8,NA,4.3,13.8,Female,-2.012856569
VH82755,1992,local,NA,13.4,NA,4.6,13.4,Female,-2.012856569
VH82756,1992,local,NA,13.4,NA,4.4,13.4,Female,-2.012856569
VH82844,1992,local,NA,13.2,NA,4.5,13.2,Female,-2.012856569
VH83894,1992,local,13.1,NA,4.6,NA,13.1,Male,-2.012856569
VH99326,1992,local,NA,12.7,NA,4.3,12.7,Female,-2.012856569
VH99836,1992,local,NA,13.4,NA,4.5,13.4,Female,-2.012856569
VH99838,1992,local,13.6,NA,4.4,NA,13.6,Male,-2.012856569
VH99844,1992,local,13.2,NA,4.7,NA,13.2,Male,-2.012856569
VH99849,1992,local,13.3,NA,4.6,NA,13.3,Male,-2.012856569
VH99863,1992,local,NA,14.1,NA,4.6,14.1,Female,-2.012856569
VH99865,1992,local,13.6,NA,4.5,NA,13.6,Male,-2.012856569
VH99867,1992,local,NA,14.6,NA,4.6,14.6,Female,-2.012856569
VH99876,1992,local,13.4,NA,4.6,NA,13.4,Male,-2.012856569
VH99888,1992,local,14,NA,4.6,NA,14,Male,-2.012856569
VH99898,1992,local,NA,14.1,NA,4.6,14.1,Female,-2.012856569
VH99952,1992,local,NA,14,NA,4.8,14,Female,-2.012856569
VJ57125,1992,local,NA,13.15,NA,4.55,13.15,Female,-2.012856569
VJ57520,1992,local,13.55,NA,4.75,NA,13.55,Male,-2.012856569
H301201,1993,immigrant,NA,13.6,NA,4.5,13.6,Female,-1.012856569
H301216,1993,immigrant,13.6,NA,4.6,NA,13.6,Male,-1.012856569
H301225,1993,immigrant,NA,13.6,NA,4.5,13.6,Female,-1.012856569
H301295,1993,immigrant,13.8,NA,4.8,NA,13.8,Male,-1.012856569
H301314,1993,immigrant,NA,13.7,NA,4.3,13.7,Female,-1.012856569
H301335,1993,immigrant,12.7,NA,4.5,NA,12.7,Male,-1.012856569
H301336,1993,immigrant,NA,13.8,NA,4.6,13.8,Female,-1.012856569
H301337,1993,immigrant,13.3,NA,4.7,NA,13.3,Male,-1.012856569
H301339,1993,immigrant,13.4,NA,4.7,NA,13.4,Male,-1.012856569
H301340,1993,immigrant,13.6,NA,4.5,NA,13.6,Male,-1.012856569
H301341,1993,immigrant,13.7,NA,4.45,NA,13.7,Male,-1.012856569
H301342,1993,immigrant,NA,14.2,NA,4.6,14.2,Female,-1.012856569
H301343,1993,immigrant,13.5,NA,4.6,NA,13.5,Male,-1.012856569
H301344,1993,immigrant,13.1,NA,4.65,NA,13.1,Male,-1.012856569
H301345,1993,immigrant,13.3,NA,4.85,NA,13.3,Male,-1.012856569
H301346,1993,immigrant,13.7,NA,4.6,NA,13.7,Male,-1.012856569
H301347,1993,immigrant,NA,13.75,NA,4.8,13.75,Female,-1.012856569
H301348,1993,immigrant,NA,13,NA,4.4,13,Female,-1.012856569
H301349,1993,immigrant,13.55,NA,4.7,NA,13.55,Male,-1.012856569
H301350,1993,immigrant,13.7,NA,4.7,NA,13.7,Male,-1.012856569
H301351,1993,immigrant,13.6,NA,4.7,NA,13.6,Male,-1.012856569
H301352,1993,immigrant,NA,13.6,NA,4.3,13.6,Female,-1.012856569
H301353,1993,immigrant,13.4,NA,4.6,NA,13.4,Male,-1.012856569
H301354,1993,immigrant,NA,14.05,NA,4.6,14.05,Female,-1.012856569
H301355,1993,immigrant,NA,13.3,NA,4.6,13.3,Female,-1.012856569
H301356,1993,immigrant,NA,14,NA,4.5,14,Female,-1.012856569
H301357,1993,immigrant,13.7,NA,4.9,NA,13.7,Male,-1.012856569
H301360,1993,immigrant,13.3,NA,4.7,NA,13.3,Male,-1.012856569
H301361,1993,immigrant,NA,13.5,NA,4.5,13.5,Female,-1.012856569
H301362,1993,immigrant,NA,13.4,NA,4.5,13.4,Female,-1.012856569
H301363,1993,immigrant,NA,14.4,NA,4.6,14.4,Female,-1.012856569
H301364,1993,immigrant,NA,13.6,NA,4.5,13.6,Female,-1.012856569
H301376,1993,immigrant,NA,13.1,NA,4.7,13.1,Female,-1.012856569
H301377,1993,immigrant,13.3,NA,4.65,NA,13.3,Male,-1.012856569
H301378,1993,immigrant,NA,14.1,NA,4.35,14.1,Female,-1.012856569
H301379,1993,immigrant,NA,14.1,NA,4.5,14.1,Female,-1.012856569
H301382,1993,immigrant,14.7,NA,4.7,NA,14.7,Male,-1.012856569
H301383,1993,immigrant,NA,14.3,NA,4.5,14.3,Female,-1.012856569
VB55710,1993,local,NA,13.7,NA,4.5,13.7,Female,-1.012856569
VB55727,1993,local,13.8,NA,4.8,NA,13.8,Male,-1.012856569
VB55730,1993,local,13.7,NA,4.7,NA,13.7,Male,-1.012856569
VB55733,1993,local,NA,13.75,NA,4.2,13.75,Female,-1.012856569
VB55735,1993,local,13.1,NA,4.4,NA,13.1,Male,-1.012856569
VB55738,1993,local,NA,14,NA,4.5,14,Female,-1.012856569
VB55751,1993,local,NA,14.2,NA,4.45,14.2,Female,-1.012856569
VB55756,1993,local,13.7,NA,4.7,NA,13.7,Male,-1.012856569
VB55757,1993,local,13,NA,4.7,NA,13,Male,-1.012856569
VB55783,1993,local,NA,13.2,NA,4.45,13.2,Female,-1.012856569
VB55787,1993,local,NA,13,NA,4.6,13,Female,-1.012856569
VB55788,1993,local,13.4,NA,4.7,NA,13.4,Male,-1.012856569
VB55795,1993,local,14,NA,4.7,NA,14,Male,-1.012856569
VH82906,1993,local,NA,14.1,NA,4.6,14.1,Female,-1.012856569
VH99392,1993,local,NA,13.6,NA,4.5,13.6,Female,-1.012856569
VH99604,1993,local,NA,14,NA,4.7,14,Female,-1.012856569
VH99611,1993,local,13.6,NA,4.55,NA,13.6,Male,-1.012856569
VH99614,1993,local,NA,13.45,NA,4.55,13.45,Female,-1.012856569
VH99638,1993,local,13.65,NA,4.7,NA,13.65,Male,-1.012856569
VH99647,1993,local,13.25,NA,4.7,NA,13.25,Male,-1.012856569
VH99653,1993,local,13.5,NA,4.6,NA,13.5,Male,-1.012856569
VH99656,1993,local,13.8,NA,4.7,NA,13.8,Male,-1.012856569
VH99701,1993,local,13.3,NA,4.6,NA,13.3,Male,-1.012856569
VH99702,1993,local,13.4,NA,4.6,NA,13.4,Male,-1.012856569
VH99707,1993,local,13.1,NA,4.7,NA,13.1,Male,-1.012856569
VH99708,1993,local,13.1,NA,4.6,NA,13.1,Male,-1.012856569
VH99723,1993,local,NA,13.6,NA,4.4,13.6,Female,-1.012856569
VH99746,1993,local,13.5,NA,4.5,NA,13.5,Male,-1.012856569
VH99749,1993,local,NA,13.8,NA,4.5,13.8,Female,-1.012856569
