id,pnum,origin_pnum,site,grid_ref,date_time,initials,retrap,age,sex,bto_species_code,bto_ring,pit_tag,weight,wing_length,tarsus_length,tarsus_length_method,bill_length,bill_length_method,bill_depth,bill_depth_method,pox_description,pectoral_muscle,leg_condition_description,tick_description,fat,moult_description,comment,feather,source_file,dup_pulli,missing_date_time,dup_date_time_bto_ring,diff_pnum_site_to_site,rescaled_morphometrics,updated_species_code,legacy_brood_id,breaststripe1,breaststripe2
54447,,,,SP4608,15/12/2006 00:00,SB,R,3,F,GRETI,TC59357,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
58071,20071o57,,O57,SP4608,16/05/2007 09:00,MS,R,5,F,GRETI,TC59357,a4fc32,17.6,74,19.4,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
49982,20061o20,,O20,SP4608,30/05/2006 00:00,MS,N,1,,GRETI,TC59393,,19.2,49,19,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,,1,,,,
55280,,,C39,SP4608,19/02/2007 00:00,JQ,R,5,F,GRETI,TC59393,,20,74,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
49961,20061o20,,O20,SP4608,30/05/2006 00:00,MS,N,1,f,GRETI,TC59394,,19.2,50.5,19.9,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,,1,,,,
53712,,,NR W68,SP4608,16/09/2006 00:00,BRC,R,3,F,GRETI,TC59394,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55523,,,W75A,SP4608,02/03/2007 00:00,SB,R,5,F,GRETI,TC59394,,18,74,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55870,,,W75A,SP4608,22/03/2007 15:00,SP,R,5,F,GRETI,TC59394,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
60771,20071w52,,W52,SP4608,20/05/2007 15:56,ML,R,5,F,GRETI,TC59394,9e2864,18.4,72,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
49963,20061o20,,O20,SP4608,30/05/2006 00:00,MS,N,1,,GRETI,TC59396,,19.1,49,20.7,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,,1,,,,
66012,,,CH,SP4608,05/03/2008 08:48,NM,R,6,M,GRETI,TC59396,,17.9,77.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
68127,20081ex5a,,EX5A,SP4608,22/05/2008 10:03,SB,R,6,M,GRETI,TC59396,a50715,18.3,76,21,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
49966,20061o21,,O21,SP4608,30/05/2006 00:00,MS,N,1,m,GRETI,TC59399,,17.9,52,20.5,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,,1,,,,
63513,20071w103,,W103,SP4608,23/05/2007 10:29,ML,R,5,M,GRETI,TC59399,9e26ae,18.4,75,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
44814,20051ex84,,ex84,SP4608,05/06/2005 00:00,,N,1,m,GRETI,TC59401,,18.4,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
49052,20061o102,,O102,SP4608,27/05/2006 08:00,JQ,R,5,M,GRETI,TC59401,,18.3,75,20.3,,,,,,,0,,,0,0ogc,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
47759,20061cp39,,cp39,SP4608,18/05/2006 00:00,AGG,N,1,f,GRETI,TC59481,,17.2,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
54051,,,NR W28,SP4608,21/11/2006 00:00,JEC,R,3,F,GRETI,TC59481,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
54164,,,,SP4608,26/11/2006 00:00,BRC,R,3,F,GRETI,TC59481,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
58490,20071w3,,W3,SP4608,17/05/2007 12:00,AGG,R,5,F,GRETI,TC59481,9e36f3,18.6,73.5,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
65571,,,W27,SP4608,28/01/2008 00:00,JQ,R,6,F,GRETI,TC59481,,19,72.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
69067,20081w4a,,W4A,SP4608,24/05/2008 11:00,AG,R,6,F,GRETI,TC59481,,19.9,73.5,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
75778,,,WGTWD,SP4608,04/02/2009 15:15,EC,R,6,F,GRETI,TC59481,,18.4,74,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
48654,20061cp35,,cp35,SP4608,26/05/2006 00:00,AGG,N,1,m,GRETI,TC59491,,19.1,,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
53893,,,NR W79,SP4608,08/11/2006 00:00,JEC,R,3,M,GRETI,TC59491,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
57061,20071cp3,,CP3,SP4608,14/05/2007 15:00,AGG,R,5,M,GRETI,TC59491,a50faa,18.3,75,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
48526,20061ex20,,ex20,SP4608,25/05/2006 00:00,KSJ,N,1,f,GRETI,TC59601,,17.8,,,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
55174,,,C127,SP4608,14/02/2007 00:00,JQ,R,5,F,GRETI,TC59601,,18,72,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
59172,20071ex68,,EX68,SP4608,18/05/2007 14:00,AGG,R,5,F,GRETI,TC59601,a4e8cf,17.5,72,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
65636,,,CH,SP4608,06/02/2008 10:30,PRB,R,6,F,GRETI,TC59601,,17.3,73,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
49381,20061w91,20061w91,w91,SP4608,28/05/2006 00:00,KSJ,N,1,f,GRETI,TC59612,,20.3,,19.8,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
55389,,,W101,SP4608,23/02/2007 00:00,SB,R,5,F,GRETI,TC59612,,19,73,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
59309,20071ex11,,EX11,SP4608,18/05/2007 15:02,ML,R,5,F,GRETI,TC59612,a4e073,20.1,73.5,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
69764,20081ex14a,,EX14A,SP4608,26/05/2008 09:19,SB,R,6,F,GRETI,TC59612,,18.8,72,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,1,1,,,,
77897,20091ex36,,EX36,SP4608,15/05/2009 06:19,ML,R,6,F,GRETI,TC59612,,18.4,71.5,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
49388,20061w92,,w92,SP4608,28/05/2006 00:00,KSJ,N,1,f,GRETI,TC59623,,19.8,,,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
53774,,,NR W79,SP4608,15/10/2006 00:00,JEC,R,3,F,GRETI,TC59623,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55859,,,W75A,SP4608,22/03/2007 15:00,SP,R,5,F,GRETI,TC59623,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
58558,20071w45,,W45,SP4608,17/05/2007 19:01,ML,R,5,F,GRETI,TC59623,9e2965,17.5,73.5,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
75812,,,EXASTGW,SP4608,10/02/2009 15:00,JQ,R,6,F,GRETI,TC59623,,20.6,74.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
54971,,,CH,SP4608,31/01/2007 00:00,AH,R,5,F,GRETI,TC59630,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55475,,,CH,SP4608,01/03/2007 00:00,ML,R,5,F,GRETI,TC59630,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
49904,20061w79,,w79,SP4608,29/05/2006 00:00,KSJ,N,1,m,GRETI,TC59633,,20.4,,,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
55376,,,W101,SP4608,23/02/2007 00:00,SB,R,5,M,GRETI,TC59633,,18,77,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
59319,20071ex15,,EX15,SP4608,18/05/2007 14:27,ML,R,5,M,GRETI,TC59633,a4e530,19.4,76.5,,,,,,,,,,,,,age correction,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
65267,,,CH,SP4608,21/11/2007 00:00,EC,R,4,M,GRETI,TC59633,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
77903,20091ex16,,EX16,SP4608,15/05/2009 07:34,ML,R,6,M,GRETI,TC59633,,17.6,77,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
49920,20061ex14,20061sw62,ex14,SP4608,29/05/2006 00:00,KSJ,N,1,m,GRETI,TC59637,,19.2,,20.8,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
58658,20071sw31,,SW31,SP4608,17/05/2007 11:00,MS,R,5,M,GRETI,TC59637,9e2033,18.7,75,21.3,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
49912,20061ex2,,ex2,SP4608,29/05/2006 00:00,KSJ,N,1,m,GRETI,TC59648,,19.5,,,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
55337,,,CH,SP4608,21/02/2007 00:00,KSJ,R,5,M,GRETI,TC59648,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55841,,,CH,SP4608,13/03/2007 00:00,AGG,R,5,M,GRETI,TC59648,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
58154,20071ex33,,EX33,SP4608,16/05/2007 10:21,ML,R,5,M,GRETI,TC59648,a50145,18.4,76,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
49915,20061ex2,,ex2,SP4608,29/05/2006 00:00,KSJ,N,1,f,GRETI,TC59652,,21,,,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
53827,,,CH,SP4608,01/11/2006 00:00,AGG,R,3,F,GRETI,TC59652,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
53937,,,CH,SP4608,09/11/2006 00:00,AH,R,3,F,GRETI,TC59652,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
54284,,,CH,SP4608,30/11/2006 00:00,KSJ,R,3,F,GRETI,TC59652,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
54769,,,CH,SP4608,24/01/2007 00:00,SK,R,5,F,GRETI,TC59652,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
59227,20071ex80,,EX80,SP4608,18/05/2007 12:00,AGG,R,5,F,GRETI,TC59652,a4e06c,18.5,75.5,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
50383,20061ex35,2.01E+39,ex35,SP4608,30/05/2006 00:00,KSJ,N,1,m,GRETI,TC59676,,18,,20.5,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
60689,20071cp41,,CP41,SP4608,20/05/2007 09:00,AGG,R,5,M,GRETI,TC59676,9e1f85,19.2,74,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
78865,20091cp40a,,CP40A,SP4608,17/05/2009 17:00,AMG,R,6,M,GRETI,TC59676,,0,75,0,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,1,1,,,0,0
88033,20101cp40a,,CP40A,SP4608,13/05/2010 08:00,AGG,R,6,M,GRETI,TC59676,,19.6,75,23.2,M,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,1,1,,,,
98535,,,COM,SP4608,29/10/2010 10:00,LRK,R,4,M,GRETI,TC59676,,18.7,76,24.3,M,12.8,S,4.4,N,Y,2,N,N,10,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
50366,20061ex35,2.01E+39,ex35,SP4608,30/05/2006 00:00,KSJ,N,1,,GRETI,TC59680,,17.5,,19.9,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
54416,,,,SP4608,14/12/2006 00:00,JQ,R,3,F,GRETI,TC59680,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55406,,,O101,SP4608,25/02/2007 00:00,SB,R,5,F,GRETI,TC59680,,19,72,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55672,,,CH,SP4608,07/03/2007 00:00,SE,R,5,F,GRETI,TC59680,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
50389,20061ex45,,ex45,SP4608,30/05/2006 00:00,KSJ,N,1,m,GRETI,TC59683,,20.8,,,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
53819,,,NR W28,SP4608,16/10/2006 00:00,BRC,R,3,M,GRETI,TC59683,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
53911,,,NR W79,SP4608,08/11/2006 00:00,JEC,R,3,M,GRETI,TC59683,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
58543,20071w71,,W71,SP4608,17/05/2007 16:23,ML,R,5,M,GRETI,TC59683,a4f537,19.6,76,,,,,,,,,,,,,age correction,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
51247,20061sw5,2.01E+08,sw5,SP4608,31/05/2006 00:00,KSJ,N,1,,GRETI,TC59690,,17.6,,19.6,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
54411,,,,SP4608,14/12/2006 00:00,JQ,R,3,F,GRETI,TC59690,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55407,,,O101,SP4608,25/02/2007 00:00,SB,R,5,F,GRETI,TC59690,,18,71,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
65150,,,CH,SP4608,20/10/2007 00:00,SE,R,4,F,GRETI,TC59690,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
51218,20061sw5,20061sw5,sw5,SP4608,31/05/2006 00:00,KSJ,N,1,f,GRETI,TC59691,,19.8,,19.4,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
56573,20071o76,,O76,SP4608,12/05/2007 09:00,,y,5,F,GRETI,TC59691,a4fcfc,17.5,71,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
51180,20061ex30,,ex30,SP4608,31/05/2006 00:00,KSJ,N,1,f,GRETI,TC59701,,18.4,,,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
54772,,,CH,SP4608,24/01/2007 00:00,ML,R,5,F,GRETI,TC59701,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55688,,,CH,SP4608,07/03/2007 00:00,ML,R,5,F,GRETI,TC59701,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
60141,20071ex4,,EX4,SP4608,19/05/2007 09:18,ML,R,5,F,GRETI,TC59701,a4e329,17.4,72,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
65476,,,CH,SP4608,16/01/2008 09:50,AH,R,6,F,GRETI,TC59701,,16.6,75,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
73868,20081ex4,,EX4,SP4608,02/06/2008 11:15,ML,R,6,F,GRETI,TC59701,,17.3,73,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
75289,,,CH,SP4608,18/11/2008 10:45,IS,R,4,F,GRETI,TC59701,,17.5,75,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
75340,,,CH,SP4608,26/11/2008 09:10,AG,R,4,F,GRETI,TC59701,,17,74,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
51176,20061ex30,,ex30,SP4608,31/05/2006 00:00,KSJ,N,1,m,GRETI,TC59703,,17.8,,,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
59313,20071ex12,,EX12,SP4608,18/05/2007 14:16,ML,R,5,M,GRETI,TC59703,a50713,18.1,74,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
50602,20061ex13,,ex13,SP4608,31/05/2006 00:00,KSJ,N,1,m,GRETI,TC59708,,19.3,,,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
55792,,,SW17,SP4608,10/03/2007 00:00,SB,R,5,M,GRETI,TC59708,,19,76,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
59238,20071sw6,,SW6,SP4608,18/05/2007 06:00,MS,R,5,M,GRETI,TC59708,a501cb,21,75.5,21,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
81243,20091sw4,,SW4,SP4608,20/05/2009 10:00,IS,R,6,M,GRETI,TC59708,0416ed1c38,18.3,75,24.1,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
51217,20061w77,20061sw18,w77,SP4608,31/05/2006 00:00,KSJ,N,1,,GRETI,TC59720,,19.3,,20.8,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
54244,,,CH,SP4608,30/11/2006 00:00,KSJ,R,3,M,GRETI,TC59720,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
51208,20061w77,20061sw18,w77,SP4608,31/05/2006 00:00,KSJ,N,1,m,GRETI,TC59723,,17.8,,20.6,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
57588,20071w98,,W98,SP4608,15/05/2007 10:04,ML,R,5,M,GRETI,TC59723,9e2360,18.2,74,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
51239,20061ex4,2.01E+08,ex4,SP4608,31/05/2006 00:00,KSJ,N,1,,GRETI,TC59752,,17.8,,20.2,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
54976,,,CH,SP4608,31/01/2007 00:00,SE,R,5,F,GRETI,TC59752,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55328,,,CH,SP4608,21/02/2007 00:00,KSJ,R,5,F,GRETI,TC59752,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
51849,20061sw72,20061o13,sw72,SP4608,01/06/2006 00:00,KSJ,N,1,m,GRETI,TC59784,,17.5,,19.2,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
63848,20071ex62h,,EX62H,SP4608,24/05/2007 15:00,AGG,R,5,M,GRETI,TC59784,a502d5,17.7,74,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,1,1,,,,
51837,20061sw131,20061sw131,sw131,SP4608,01/06/2006 00:00,KSJ,N,1,,GRETI,TC59793,,18.8,,20,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,1,,,,,
55325,,,CH,SP4608,21/02/2007 00:00,AH,R,5,F,GRETI,TC59793,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55844,,,CH,SP4608,13/03/2007 00:00,AGG,R,5,F,GRETI,TC59793,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
51833,20061o51,20061o51,o51,SP4608,01/06/2006 00:00,KSJ,N,1,m,GRETI,TC59799,,20,,19.9,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
55408,,,O101,SP4608,25/02/2007 00:00,JQ,R,5,M,GRETI,TC59799,,20,74,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
57516,20071o84,,O84,SP4608,15/05/2007 10:00,,y,5,M,GRETI,TC59799,,18,73.5,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv",,,,,1,,,,
51841,20061o13,20061sw72,o13,SP4608,01/06/2006 00:00,KSJ,N,1,f,GRETI,TC59802,,19.1,,18.2,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
55371,,,W101,SP4608,23/02/2007 00:00,SB,R,5,F,GRETI,TC59802,,17,72,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
63844,20071w103,,W103,SP4608,24/05/2007 08:48,ML,R,5,F,GRETI,TC59802,9e2958,18.3,71,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
51843,20061o13,20061o13,o13,SP4608,01/06/2006 00:00,KSJ,N,1,f,GRETI,TC59808,,17.6,,19.6,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
54954,,,,SP4608,31/01/2007 00:00,,R,5,F,GRETI,TC59808,,16.9,71,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
58562,20071b91,,B91,SP4608,17/05/2007 11:00,JC,R,5,F,GRETI,TC59808,022c43,17.2,72,22.5,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
76199,,,MARLEY,SP4608,05/03/2009 15:00,JQ,R,6,F,GRETI,TC59808,,17.8,73.5,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
77657,20091b15,,B15,SP4608,14/05/2009 13:00,AH,R,6,F,GRETI,TC59808,,18.5,72,23,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
46957,20061w80,,w80,SP4608,06/02/2006 00:00,KSJ,N,1,f,GRETI,TC59842,,18.4,,,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
55508,,,W75A,SP4608,02/03/2007 00:00,SB,R,5,F,GRETI,TC59842,,19,73,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
55866,,,W75A,SP4608,22/03/2007 15:00,TW,R,5,F,GRETI,TC59842,,,,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
61613,20071ex47a,,EX47A,SP4608,21/05/2007 12:00,AGG,R,5,F,GRETI,TC59842,a50871,18.2,73,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,1,1,,,,
74452,20081ex48,,EX48,SP4608,05/06/2008 09:00,AG,R,6,F,GRETI,TC59842,a50d56,18.4,75,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, WO_adult_table.csv",,,,,1,,,,
52222,20061sw67,20061o15,sw67,SP4608,02/06/2006 00:00,KSJ,N,1,m,GRETI,TC59847,,19.2,,20.2,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,,,,,,
57999,20071sw63,,SW63,SP4608,16/05/2007 18:00,,y,5,M,GRETI,TC59847,9e101a,18,76,,,,,,,,,,,,,,,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, WO_adult_table.csv",,,,,1,,,,
47594,20061ex10a,,ex10a,SP4608,06/05/2006 00:00,KSJ,N,1,f,GRETI,TC59916,,18.6,,,,,,,,,,,,,,,n,"CAM_94-2013_IMPR.csv, sobseall_long_term_data.csv, sobseall_long_term_data.csv, WO_pulli_table.csv",,,,1,,,,,
54911,,,O81,SP4608,30/01/2007 00:00,JQ,R,5,F,GRETI,TC59916,,19,71,,,,,,,,,,,,,,,CAM_94-2013_IMPR.csv,,,,,,,,,
