AreaHapMap,GWASId,RingNumber,YearOfBreeding,BroodType,NoFledged,NoRecruits,Include
Warnsborn,2874,AR...30009,2011,0,11,0,1
Westerheide,623,AR...30012,2009,0,11,1,0
Westerheide,3110,AR...30016,2010,0,9,0,1
Warnsborn,2882,AR...30050,2010,0,3,0,1
Warnsborn,2882,AR...30050,2010,2,4,0,1
Westerheide,3111,AR...30068,2011,0,6,1,1
Westerheide,2878,AR...30099,2010,0,3,0,1
Warnsborn,624,AR...30135,2009,0,10,1,0
Westerheide,3109,AR...30149,2010,1,7,1,1
Westerheide,3109,AR...30149,2010,0,0,0,1
Westerheide,2871,AR...30160,2011,1,3,0,1
Westerheide,2871,AR...30160,2010,0,6,0,1
Westerheide,2871,AR...30160,2010,2,6,1,0
Westerheide,2871,AR...30160,2011,0,0,0,0
Westerheide,2873,AR...30161,2010,0,8,1,0
Westerheide,2873,AR...30161,2011,0,11,0,1
Westerheide,2872,AR...30168,2010,0,10,1,0
Westerheide,2872,AR...30168,2011,1,0,0,0
Westerheide,2872,AR...30168,2011,0,0,0,1
Westerheide,2872,AR...30168,2012,0,10,2,0
Westerheide,2870,AR...30208,2011,0,10,0,0
Westerheide,2870,AR...30208,2010,0,10,1,0
Westerheide,2870,AR...30208,2012,0,7,0,0
Warnsborn,2884,AR...30286,2010,2,6,0,1
Warnsborn,2884,AR...30286,2010,0,7,1,0
Westerheide,2881,AR...30348,2010,0,0,0,1
Westerheide,2881,AR...30348,2011,0,5,0,1
Westerheide,2881,AR...30348,2012,0,5,0,0
Westerheide,2881,AR...30348,2010,1,6,0,0
Westerheide,2880,AR...30352,2010,2,1,0,1
Westerheide,2880,AR...30352,2010,0,5,0,1
Warnsborn,2883,AR...30367,2010,0,10,0,1
Warnsborn,2883,AR...30367,2011,0,0,0,0
Westerheide,3112,AR...30457,2010,0,5,1,0
Westerheide,847,AR...30526,2010,0,8,1,0
Westerheide,2885,AR...30540,2010,0,0,0,0
Westerheide,540,AR...30550,2010,0,12,0,0
Westerheide,184,AR...30561,2012,0,8,0,0
Westerheide,184,AR...30561,2012,2,3,0,1
Westerheide,184,AR...30561,2013,0,4,0,1
Westerheide,842,AR...30562,2010,0,10,1,0
Westerheide,842,AR...30562,2012,0,9,1,0
Westerheide,842,AR...30562,2010,2,6,0,1
Westerheide,844,AR...30615,2010,0,7,0,0
Warnsborn,568,AR...30619,2010,1,7,0,1
Warnsborn,568,AR...30619,2010,0,0,0,1
Westerheide,855,AR...30656,2010,2,0,0,1
Westerheide,855,AR...30656,2010,0,7,0,1
Westerheide,849,AR...30669,2010,0,0,0,0
Westerheide,849,AR...30669,2010,1,12,0,1
Warnsborn,850,AR...30681,2010,0,9,0,1
Westerheide,550,AR...30730,2010,0,12,1,0
Westerheide,561,AR...30734,2010,0,4,0,1
Westerheide,561,AR...30734,2010,2,4,0,0
Westerheide,718,AR...30740,2010,0,9,0,1
Westerheide,718,AR...30740,2010,2,5,0,1
Westerheide,546,AR...30743,2010,6,0,0,1
Westerheide,546,AR...30743,2010,0,0,0,0
Warnsborn,548,AR...30750,2010,0,10,1,1
Westerheide,735,AR...30762,2010,0,8,0,1
Westerheide,565,AR...30765,2010,0,9,0,0
Westerheide,652,AR...30768,2011,0,12,1,0
Westerheide,652,AR...30768,2010,0,9,0,0
Westerheide,566,AR...30771,2010,0,6,0,1
Westerheide,566,AR...30771,2010,2,0,0,1
Warnsborn,541,AR...30778,2010,0,7,1,1
Westerheide,728,AR...30782,2010,2,0,0,1
Westerheide,728,AR...30782,2010,0,9,0,0
Westerheide,705,AR...30783,2010,0,8,1,1
Westerheide,705,AR...30783,2010,2,0,0,1
Warnsborn,738,AR...30785,2012,1,5,0,1
Warnsborn,738,AR...30785,2011,0,0,0,0
Warnsborn,738,AR...30785,2010,2,6,0,1
Warnsborn,738,AR...30785,2010,0,6,1,0
Warnsborn,730,AR...30787,2010,1,9,0,1
Warnsborn,730,AR...30787,2010,0,12,0,0
Westerheide,709,AR...30789,2010,0,0,0,0
Westerheide,709,AR...30789,2010,1,8,0,0
Westerheide,542,AR...30790,2010,0,0,0,1
Westerheide,721,AR...30792,2010,0,6,2,0
Westerheide,721,AR...30792,2010,2,9,0,1
Westerheide,710,AR...30793,2010,2,4,0,1
Westerheide,710,AR...30793,2010,0,4,0,1
Westerheide,543,AR...30794,2011,0,11,3,0
Westerheide,543,AR...30794,2010,2,7,0,1
Westerheide,543,AR...30794,2012,0,6,1,0
Westerheide,543,AR...30794,2010,0,9,3,0
Westerheide,715,AR...30795,2010,0,10,0,0
Westerheide,715,AR...30795,2010,2,9,0,1
Westerheide,553,AR...30798,2010,0,10,1,0
Westerheide,829,AR...30800,2010,2,1,0,1
Westerheide,829,AR...30800,2010,0,6,0,1
Westerheide,829,AR...30800,2011,0,12,2,0
Westerheide,829,AR...30800,2012,0,10,0,1
Westerheide,1053,AR...30810,2010,0,9,0,0
Westerheide,1053,AR...30810,2010,2,7,0,1
Warnsborn,722,AR...30813,2010,0,0,0,0
Warnsborn,722,AR...30813,2011,0,8,0,1
Warnsborn,677,AR...30815,2010,0,0,0,0
Warnsborn,677,AR...30815,2012,0,0,0,0
Warnsborn,677,AR...30815,2012,1,0,0,0
Warnsborn,677,AR...30815,2013,0,0,0,0
Westerheide,493,AR...30818,2010,0,6,0,0
Westerheide,645,AR...30822,2010,0,0,0,1
Westerheide,645,AR...30822,2010,1,8,0,1
Westerheide,763,AR...30826,2010,2,6,1,1
Westerheide,763,AR...30826,2010,6,7,0,0
Westerheide,763,AR...30826,2011,0,9,0,1
Westerheide,684,AR...30829,2010,0,7,0,1
Warnsborn,675,AR...30859,2010,0,0,0,0
Warnsborn,675,AR...30859,2010,1,10,0,1
Warnsborn,725,AR...30861,2010,0,0,0,0
Warnsborn,725,AR...30861,2010,5,6,0,1
Warnsborn,725,AR...30861,2010,1,10,0,0
Warnsborn,701,AR...30864,2010,0,6,0,1
Warnsborn,701,AR...30864,2011,0,0,0,0
Warnsborn,701,AR...30864,2010,2,8,0,1
Warnsborn,673,AR...30881,2010,0,8,0,1
Warnsborn,673,AR...30881,2010,2,0,0,0
Warnsborn,674,AR...30882,2012,1,8,1,0
Warnsborn,674,AR...30882,2010,0,9,1,0
Warnsborn,674,AR...30882,2011,6,10,0,1
Warnsborn,674,AR...30882,2012,0,0,0,0
Westerheide,2909,AR...30887,2011,0,6,0,0
Westerheide,2909,AR...30887,2012,0,9,1,0
Westerheide,2909,AR...30887,2015,0,5,0,1
Westerheide,2909,AR...30887,2015,2,0,0,1
Westerheide,2909,AR...30887,2014,0,0,0,0
Westerheide,2909,AR...30887,2013,0,8,0,1
Westerheide,685,AR...30925,2010,0,5,0,1
Westerheide,685,AR...30925,2010,2,6,0,1
Westerheide,711,AR...30926,2010,0,8,0,1
Warnsborn,686,AR...30931,2010,0,11,0,1
Warnsborn,706,AR...30932,2010,5,0,0,1
Warnsborn,706,AR...30932,2010,1,8,0,1
Warnsborn,706,AR...30932,2010,0,0,0,1
Westerheide,731,AR...30934,2010,0,9,1,1
Westerheide,703,AR...30935,2010,0,4,0,1
Westerheide,724,AR...30937,2010,0,10,1,0
Warnsborn,732,AR...30938,2010,0,11,1,0
Warnsborn,732,AR...30938,2010,2,5,0,1
Warnsborn,719,AR...30939,2010,1,1,0,1
Warnsborn,719,AR...30939,2010,0,0,0,1
Warnsborn,726,AR...30940,2010,7,0,0,1
Warnsborn,726,AR...30940,2011,0,0,0,0
Warnsborn,726,AR...30940,2010,0,3,0,1
Westerheide,683,AR...30941,2010,0,7,0,1
Westerheide,683,AR...30941,2011,0,10,5,0
Westerheide,682,AR...30942,2010,0,8,0,0
Westerheide,682,AR...30942,2012,6,4,0,0
Westerheide,682,AR...30942,2011,0,10,1,0
Westerheide,676,AR...30943,2010,0,8,0,1
Westerheide,700,AR...30957,2011,0,10,0,1
Westerheide,653,AR...30960,2012,0,1,0,1
Westerheide,653,AR...30960,2012,2,3,0,1
Westerheide,653,AR...30960,2011,2,6,0,1
Westerheide,653,AR...30960,2011,0,10,0,0
Westerheide,589,AR...30962,2012,0,4,0,0
Westerheide,589,AR...30962,2011,0,11,2,0
Westerheide,554,AR...30967,2011,0,9,1,1
Westerheide,168,AR...30968,2013,0,8,0,1
Westerheide,168,AR...30968,2011,0,11,3,0
Westerheide,168,AR...30968,2012,9,10,0,0
Westerheide,611,AR...30969,2012,0,8,0,0
Westerheide,611,AR...30969,2011,0,8,0,0
Westerheide,638,AR...30970,2011,0,9,2,0
Westerheide,556,AR...30972,2011,0,9,3,0
Warnsborn,557,AR...30975,2011,0,9,1,0
Westerheide,558,AR...30977,2011,0,10,0,1
Westerheide,559,AR...30978,2012,0,5,2,0
Westerheide,559,AR...30978,2011,0,10,3,0
Westerheide,178,AR...30980,2013,1,4,0,1
Westerheide,178,AR...30980,2011,0,10,1,0
Westerheide,178,AR...30980,2012,0,8,1,0
Westerheide,178,AR...30980,2014,0,5,0,1
Westerheide,178,AR...30980,2013,0,0,0,1
Westerheide,560,AR...30981,2011,0,7,1,0
Westerheide,570,AR...30982,2011,2,1,0,1
Westerheide,570,AR...30982,2011,0,11,0,1
Westerheide,562,AR...30983,2011,0,8,2,0
Westerheide,646,AR...30984,2011,0,7,0,1
Westerheide,507,AR...30986,2011,1,1,0,1
Westerheide,507,AR...30986,2011,0,0,0,1
Westerheide,654,AR...30987,2011,0,12,0,0
Westerheide,544,AR...30989,2011,0,8,1,0
Westerheide,662,AR...30990,2011,0,9,0,1
Warnsborn,640,AR...30992,2011,0,10,2,0
Warnsborn,641,AR...30993,2011,0,9,1,0
Warnsborn,642,AR...30994,2011,0,12,2,0
Westerheide,191,AR...30996,2012,0,7,0,1
Westerheide,191,AR...30996,2011,0,11,0,0
Westerheide,191,AR...30996,2013,0,7,0,1
Westerheide,643,AR...30997,2012,0,9,0,0
Westerheide,643,AR...30997,2014,0,3,0,1
Westerheide,643,AR...30997,2011,0,12,0,0
Westerheide,190,AR...30998,2013,0,7,0,1
Westerheide,190,AR...30998,2011,0,8,2,0
Westerheide,190,AR...30998,2012,0,8,1,0
Warnsborn,644,AR...31000,2011,0,0,0,1
Westerheide,171,AR...34038,2013,0,4,0,1
Hoge_Veluwe,3103,AR...39008,2011,0,6,0,1
Hoge_Veluwe,3103,AR...39008,2010,0,6,0,1
Hoge_Veluwe,1066,AR...39082,2009,0,7,1,1
Hoge_Veluwe,1066,AR...39082,2009,2,0,0,1
Hoge_Veluwe,2863,AR...39160,2011,0,11,2,1
Hoge_Veluwe,2863,AR...39160,2012,0,10,1,1
Hoge_Veluwe,2863,AR...39160,2010,0,10,0,1
Hoge_Veluwe,3104,AR...39185,2010,0,9,0,1
Hoge_Veluwe,694,AR...39203,2010,0,3,2,1
Hoge_Veluwe,694,AR...39203,2009,0,11,0,1
Hoge_Veluwe,694,AR...39203,2011,6,0,0,0
Hoge_Veluwe,694,AR...39203,2012,0,0,0,0
Hoge_Veluwe,872,AR...39204,2009,0,10,1,1
Hoge_Veluwe,810,AR...39206,2009,0,9,0,1
Hoge_Veluwe,1009,AR...39218,2010,0,10,0,1
Hoge_Veluwe,1009,AR...39218,2009,0,10,0,1
Hoge_Veluwe,1064,AR...39225,2009,0,12,1,1
Hoge_Veluwe,3108,AR...39267,2010,2,0,0,1
Hoge_Veluwe,3108,AR...39267,2010,0,8,0,1
Hoge_Veluwe,816,AR...39280,2009,0,3,0,1
Hoge_Veluwe,817,AR...39282,2009,0,10,0,1
Hoge_Veluwe,818,AR...39284,2009,0,9,0,0
Hoge_Veluwe,2864,AR...39368,2010,2,0,0,1
Hoge_Veluwe,2864,AR...39368,2010,0,6,0,1
Hoge_Veluwe,867,AR...39383,2009,0,11,2,1
Hoge_Veluwe,867,AR...39383,2010,2,0,0,1
Hoge_Veluwe,867,AR...39383,2010,0,8,0,1
Hoge_Veluwe,1026,AR...39428,2009,0,9,2,0
Hoge_Veluwe,2868,AR...39437,2010,0,0,0,0
Hoge_Veluwe,2868,AR...39437,2010,1,5,0,1
Hoge_Veluwe,2865,AR...39439,2011,0,10,1,1
Hoge_Veluwe,2865,AR...39439,2011,2,6,2,0
Hoge_Veluwe,2865,AR...39439,2012,1,4,1,1
Hoge_Veluwe,2865,AR...39439,2012,0,0,0,0
Hoge_Veluwe,2866,AR...39534,2010,1,7,0,1
Hoge_Veluwe,2866,AR...39534,2010,0,0,0,0
Hoge_Veluwe,1020,AR...39536,2009,0,11,0,1
Hoge_Veluwe,1019,AR...39649,2010,0,3,0,1
Hoge_Veluwe,2862,AR...39735,2010,0,8,1,1
Hoge_Veluwe,2862,AR...39735,2010,2,0,0,0
Hoge_Veluwe,1061,AR...39746,2009,0,7,0,1
Hoge_Veluwe,889,AR...39778,2012,2,0,0,1
Hoge_Veluwe,889,AR...39778,2011,0,10,2,1
Hoge_Veluwe,889,AR...39778,2012,0,4,0,1
Hoge_Veluwe,889,AR...39778,2010,1,10,0,1
Hoge_Veluwe,889,AR...39778,2009,6,9,0,1
Hoge_Veluwe,889,AR...39778,2010,0,0,0,1
Hoge_Veluwe,778,AR...39780,2009,6,6,0,1
Hoge_Veluwe,778,AR...39780,2010,0,5,0,1
Hoge_Veluwe,569,AR...39983,2010,0,11,0,1
Hoge_Veluwe,569,AR...39983,2011,0,8,1,1
Hoge_Veluwe,690,AR...39985,2010,2,4,0,1
Hoge_Veluwe,690,AR...39985,2010,0,7,1,1
Hoge_Veluwe,590,AR...40004,2009,0,9,0,1
Hoge_Veluwe,590,AR...40004,2010,2,7,0,1
Hoge_Veluwe,590,AR...40004,2010,0,7,1,1
Hoge_Veluwe,590,AR...40004,2011,0,10,0,1
Hoge_Veluwe,819,AR...40015,2009,0,10,0,1
Hoge_Veluwe,819,AR...40015,2009,2,0,0,1
Hoge_Veluwe,254,AR...40027,2009,0,11,1,1
Hoge_Veluwe,254,AR...40027,2010,0,5,0,1
Hoge_Veluwe,254,AR...40027,2014,0,0,0,0
Hoge_Veluwe,254,AR...40027,2014,1,1,1,1
Hoge_Veluwe,254,AR...40027,2015,6,2,0,1
Hoge_Veluwe,254,AR...40027,2013,0,3,0,1
Hoge_Veluwe,254,AR...40027,2011,0,5,0,1
Hoge_Veluwe,820,AR...40029,2009,0,10,0,1
Hoge_Veluwe,820,AR...40029,2010,0,0,0,0
Hoge_Veluwe,783,AR...40030,2010,0,4,0,1
Hoge_Veluwe,783,AR...40030,2009,0,7,0,1
Hoge_Veluwe,840,AR...40044,2009,0,0,0,1
Hoge_Veluwe,865,AR...40047,2009,0,8,1,1
Hoge_Veluwe,837,AR...40049,2009,0,0,0,1
Hoge_Veluwe,837,AR...40049,2009,1,0,0,1
Hoge_Veluwe,893,AR...40059,2012,0,5,0,1
Hoge_Veluwe,893,AR...40059,2011,0,9,2,1
Hoge_Veluwe,893,AR...40059,2010,1,4,1,1
Hoge_Veluwe,893,AR...40059,2010,0,0,0,0
Hoge_Veluwe,776,AR...40081,2010,0,0,0,0
Hoge_Veluwe,58,AR...40082,2013,0,7,0,1
Hoge_Veluwe,58,AR...40082,2011,0,10,2,1
Hoge_Veluwe,58,AR...40082,2010,0,8,1,1
Hoge_Veluwe,58,AR...40082,2012,0,4,0,1
Hoge_Veluwe,58,AR...40082,2010,2,5,0,1
Hoge_Veluwe,784,AR...40098,2010,2,3,0,1
Hoge_Veluwe,784,AR...40098,2010,0,9,0,1
Hoge_Veluwe,36,AR...40150,2015,0,6,0,1
Hoge_Veluwe,36,AR...40150,2014,0,7,1,1
Hoge_Veluwe,36,AR...40150,2013,0,5,0,1
Hoge_Veluwe,504,AR...40152,2010,0,6,1,1
Hoge_Veluwe,504,AR...40152,2011,0,11,0,1
Hoge_Veluwe,504,AR...40152,2012,0,6,1,1
Hoge_Veluwe,504,AR...40152,2010,2,0,0,1
Hoge_Veluwe,504,AR...40152,2011,2,0,0,1
Hoge_Veluwe,1011,AR...40154,2010,1,10,0,1
Hoge_Veluwe,1011,AR...40154,2010,0,0,0,0
Hoge_Veluwe,785,AR...40156,2010,0,10,0,1
Hoge_Veluwe,786,AR...40157,2010,0,10,1,1
Hoge_Veluwe,786,AR...40157,2010,2,3,0,1
Hoge_Veluwe,787,AR...40160,2010,2,4,0,1
Hoge_Veluwe,787,AR...40160,2010,0,5,0,1
Hoge_Veluwe,1016,AR...40163,2010,0,9,0,1
Hoge_Veluwe,598,AR...40166,2011,0,8,1,1
Hoge_Veluwe,598,AR...40166,2010,2,7,0,1
Hoge_Veluwe,598,AR...40166,2010,0,5,0,1
Hoge_Veluwe,1012,AR...40183,2010,0,5,0,1
Hoge_Veluwe,1012,AR...40183,2010,2,0,0,1
Hoge_Veluwe,723,AR...40185,2010,0,4,0,1
Hoge_Veluwe,723,AR...40185,2010,2,5,0,1
Hoge_Veluwe,592,AR...40186,2010,0,5,0,1
Hoge_Veluwe,592,AR...40186,2011,0,11,2,1
Hoge_Veluwe,811,AR...40248,2009,0,4,1,1
Hoge_Veluwe,1013,AR...40282,2010,0,5,0,1
Hoge_Veluwe,1013,AR...40282,2010,2,0,0,1
Hoge_Veluwe,551,AR...40283,2010,0,0,0,0
Hoge_Veluwe,551,AR...40283,2011,0,10,1,1
Hoge_Veluwe,551,AR...40283,2010,1,9,0,1
Hoge_Veluwe,255,AR...40284,2010,1,9,0,1
Hoge_Veluwe,255,AR...40284,2013,0,7,0,1
Hoge_Veluwe,255,AR...40284,2014,0,7,2,1
Hoge_Veluwe,255,AR...40284,2011,0,4,0,1
Hoge_Veluwe,255,AR...40284,2010,0,0,0,0
Hoge_Veluwe,255,AR...40284,2012,0,4,0,1
Hoge_Veluwe,678,AR...40286,2010,0,6,0,1
Hoge_Veluwe,678,AR...40286,2010,2,7,0,1
Hoge_Veluwe,745,AR...40287,2010,0,8,0,1
Hoge_Veluwe,1023,AR...40288,2010,2,0,0,1
Hoge_Veluwe,1023,AR...40288,2010,0,10,0,1
Hoge_Veluwe,594,AR...40299,2010,2,6,0,1
Hoge_Veluwe,594,AR...40299,2010,0,0,0,1
Hoge_Veluwe,594,AR...40299,2011,0,10,0,1
Hoge_Veluwe,3107,AR...40401,2011,0,11,1,1
Hoge_Veluwe,3107,AR...40401,2010,2,4,0,1
Hoge_Veluwe,3107,AR...40401,2010,0,9,2,1
Hoge_Veluwe,3107,AR...40401,2012,0,0,0,1
Westerheide,734,AR...40885,2011,0,14,4,0
Westerheide,727,AR...40886,2011,0,10,1,0
Westerheide,737,AR...40894,2011,0,9,3,0
Westerheide,737,AR...40894,2011,2,4,0,1
Westerheide,508,AR...40898,2011,0,9,0,0
Warnsborn,716,AR...41125,2010,0,9,0,1
Westerheide,2906,AR...41176,2011,0,10,0,0
Oosterhout,1027,AR...44001,2009,0,9,1,1
Oosterhout,1027,AR...44001,2009,0,9,1,1
Oosterhout,1072,AR...44002,2010,0,4,0,0
Oosterhout,1072,AR...44002,2009,0,9,0,1
Oosterhout,1072,AR...44002,2009,0,9,0,1
Oosterhout,1072,AR...44002,2010,0,4,0,0
Oosterhout,2843,AR...44037,2010,0,10,3,1
Oosterhout,2843,AR...44037,2010,0,10,3,1
Oosterhout,585,AR...44052,2009,0,7,1,1
Oosterhout,585,AR...44052,2011,0,0,0,1
Oosterhout,585,AR...44052,2009,0,7,1,1
Oosterhout,585,AR...44052,2011,0,0,0,1
Oosterhout,1073,AR...44053,2009,0,8,1,0
Oosterhout,1073,AR...44053,2010,0,3,0,1
Oosterhout,1073,AR...44053,2009,0,8,1,0
Oosterhout,1073,AR...44053,2010,0,3,0,1
Oosterhout,2846,AR...44055,2010,0,5,0,1
Oosterhout,2846,AR...44055,2010,0,5,0,1
Oosterhout,116,AR...44100,2012,0,7,0,1
Oosterhout,116,AR...44100,2009,0,8,1,1
Oosterhout,116,AR...44100,2009,0,8,1,1
Oosterhout,116,AR...44100,2010,0,4,0,1
Oosterhout,116,AR...44100,2012,0,7,0,1
Oosterhout,116,AR...44100,2011,0,6,0,1
Oosterhout,116,AR...44100,2010,0,4,0,1
Oosterhout,116,AR...44100,2011,0,6,0,1
Oosterhout,2849,AR...44113,2010,0,9,0,1
Oosterhout,2849,AR...44113,2010,0,9,0,1
Oosterhout,3100,AR...44124,2011,0,8,0,1
Oosterhout,3100,AR...44124,2011,0,8,0,1
Oosterhout,3100,AR...44124,2010,0,9,1,1
Oosterhout,3100,AR...44124,2010,0,9,1,1
Oosterhout,707,AR...44137,2009,0,8,0,1
Oosterhout,707,AR...44137,2009,0,8,0,1
Oosterhout,689,AR...44192,2009,0,7,0,1
Oosterhout,689,AR...44192,2009,0,7,0,1
Oosterhout,689,AR...44192,2011,0,8,0,1
Oosterhout,689,AR...44192,2010,0,7,0,1
Oosterhout,689,AR...44192,2011,0,8,0,1
Oosterhout,689,AR...44192,2010,0,7,0,1
Oosterhout,1037,AR...44193,2010,0,4,0,1
Oosterhout,1037,AR...44193,2009,0,10,0,1
Oosterhout,1037,AR...44193,2010,0,4,0,1
Oosterhout,1037,AR...44193,2009,0,10,0,1
Oosterhout,1024,AR...44210,2010,0,0,0,0
Oosterhout,1024,AR...44210,2010,0,0,0,0
Oosterhout,755,AR...44211,2011,0,9,0,1
Oosterhout,755,AR...44211,2010,0,8,1,1
Oosterhout,755,AR...44211,2010,0,8,1,1
Oosterhout,755,AR...44211,2011,0,9,0,1
Oosterhout,52,AR...44213,2012,0,9,0,1
Oosterhout,52,AR...44213,2010,0,9,2,1
Oosterhout,52,AR...44213,2011,0,10,2,1
Oosterhout,52,AR...44213,2010,0,9,2,1
Oosterhout,52,AR...44213,2011,0,10,2,1
Oosterhout,52,AR...44213,2012,0,9,0,1
Oosterhout,656,AR...44223,2012,1,5,0,1
Oosterhout,656,AR...44223,2011,0,10,0,1
Oosterhout,656,AR...44223,2010,0,10,0,1
Oosterhout,656,AR...44223,2010,0,10,0,1
Oosterhout,656,AR...44223,2012,0,0,0,1
Oosterhout,656,AR...44223,2011,0,10,0,1
Oosterhout,656,AR...44223,2012,0,0,0,1
Oosterhout,656,AR...44223,2012,1,5,0,1
Oosterhout,1034,AR...44225,2010,0,10,0,1
Oosterhout,1034,AR...44225,2010,0,10,0,1
Oosterhout,1035,AR...44226,2010,0,8,0,1
Oosterhout,1035,AR...44226,2010,0,8,0,1
Oosterhout,1039,AR...44229,2010,0,8,0,1
Oosterhout,1039,AR...44229,2010,0,8,0,1
Oosterhout,3158,AR...44273,2010,0,5,0,1
Oosterhout,3158,AR...44273,2012,0,2,1,1
Oosterhout,3158,AR...44273,2012,0,2,1,1
Oosterhout,3158,AR...44273,2010,0,5,0,1
Oosterhout,3158,AR...44273,2013,0,5,0,1
Oosterhout,3158,AR...44273,2011,0,0,0,1
Oosterhout,3158,AR...44273,2011,0,0,0,1
Oosterhout,3158,AR...44273,2013,0,5,0,1
Oosterhout,3157,AR...44291,2010,0,6,0,1
Oosterhout,3157,AR...44291,2010,0,6,0,1
Oosterhout,1028,AR...44300,2009,0,11,2,1
Oosterhout,1028,AR...44300,2009,0,11,2,1
Oosterhout,1029,AR...44311,2009,0,11,1,0
Oosterhout,1029,AR...44311,2009,0,11,1,0
Oosterhout,2844,AR...44315,2010,6,0,0,1
Oosterhout,2844,AR...44315,2012,2,0,0,1
Oosterhout,2844,AR...44315,2012,2,0,0,1
Oosterhout,2844,AR...44315,2011,0,8,2,1
Oosterhout,2844,AR...44315,2012,0,8,1,1
Oosterhout,2844,AR...44315,2012,0,8,1,1
Oosterhout,2844,AR...44315,2010,6,0,0,1
Oosterhout,2844,AR...44315,2011,0,8,2,1
Oosterhout,2847,AR...44328,2010,1,0,0,1
Oosterhout,2847,AR...44328,2010,0,0,0,0
Oosterhout,2847,AR...44328,2010,1,0,0,1
Oosterhout,2847,AR...44328,2010,0,0,0,0
Oosterhout,2848,AR...44330,2011,0,8,2,1
Oosterhout,2848,AR...44330,2011,0,8,2,1
Oosterhout,2848,AR...44330,2012,0,7,0,1
Oosterhout,2848,AR...44330,2010,0,8,0,1
Oosterhout,2848,AR...44330,2010,0,8,0,1
Oosterhout,2848,AR...44330,2012,0,7,0,1
Oosterhout,2845,AR...44342,2010,0,9,0,1
Oosterhout,2845,AR...44342,2010,0,9,0,1
Oosterhout,3156,AR...44349,2010,0,0,0,0
Oosterhout,3156,AR...44349,2010,1,9,1,1
Oosterhout,3156,AR...44349,2010,0,0,0,0
Oosterhout,3156,AR...44349,2010,1,9,1,1
Oosterhout,3153,AR...44354,2010,0,9,1,1
Oosterhout,3153,AR...44354,2010,0,9,1,1
Oosterhout,2851,AR...44383,2010,0,4,0,1
Oosterhout,2851,AR...44383,2011,0,8,0,1
Oosterhout,2851,AR...44383,2011,0,8,0,1
Oosterhout,2851,AR...44383,2010,0,4,0,1
Oosterhout,841,AR...44405,2009,0,9,1,1
Oosterhout,841,AR...44405,2009,0,9,1,1
Oosterhout,2852,AR...44409,2010,2,0,0,1
Oosterhout,2852,AR...44409,2010,0,7,0,1
Oosterhout,2852,AR...44409,2010,0,7,0,1
Oosterhout,2852,AR...44409,2010,2,0,0,1
Oosterhout,3155,AR...44429,2010,0,7,0,1
Oosterhout,3155,AR...44429,2013,1,2,0,1
Oosterhout,3155,AR...44429,2013,0,0,0,1
Oosterhout,3155,AR...44429,2013,0,0,0,1
Oosterhout,3155,AR...44429,2013,1,2,0,1
Oosterhout,3155,AR...44429,2012,0,6,2,1
Oosterhout,3155,AR...44429,2011,0,7,1,1
Oosterhout,3155,AR...44429,2010,0,7,0,1
Oosterhout,3155,AR...44429,2012,0,6,2,1
Oosterhout,3155,AR...44429,2011,0,7,1,1
Oosterhout,3154,AR...44434,2011,0,9,2,1
Oosterhout,3154,AR...44434,2012,0,8,1,1
Oosterhout,3154,AR...44434,2010,0,7,0,1
Oosterhout,3154,AR...44434,2012,0,8,1,1
Oosterhout,3154,AR...44434,2011,0,9,2,1
Oosterhout,3154,AR...44434,2010,0,7,0,1
Oosterhout,3167,AR...44461,2010,0,5,0,1
Oosterhout,3167,AR...44461,2010,0,5,0,1
Oosterhout,3167,AR...44461,2010,2,0,0,1
Oosterhout,3167,AR...44461,2010,2,0,0,1
Oosterhout,3166,AR...44479,2010,0,8,0,1
Oosterhout,3166,AR...44479,2010,2,4,0,1
Oosterhout,3166,AR...44479,2010,2,4,0,1
Oosterhout,3166,AR...44479,2011,0,9,2,1
Oosterhout,3166,AR...44479,2012,0,9,0,1
Oosterhout,3166,AR...44479,2012,2,3,0,1
Oosterhout,3166,AR...44479,2012,0,9,0,1
Oosterhout,3166,AR...44479,2012,2,3,0,1
Oosterhout,3166,AR...44479,2010,0,8,0,1
Oosterhout,3166,AR...44479,2011,0,9,2,1
Oosterhout,3101,AR...44559,2010,0,7,0,1
Oosterhout,3101,AR...44559,2010,0,7,0,1
Oosterhout,1050,AR...44682,2010,0,8,0,1
Oosterhout,1050,AR...44682,2010,2,6,0,1
Oosterhout,1050,AR...44682,2010,0,8,0,1
Oosterhout,1050,AR...44682,2010,2,6,0,1
Oosterhout,757,AR...44713,2011,0,9,0,1
Oosterhout,757,AR...44713,2011,0,9,0,1
Oosterhout,757,AR...44713,2010,0,4,0,1
Oosterhout,757,AR...44713,2010,0,4,0,1
Oosterhout,1048,AR...44725,2010,0,5,0,1
Oosterhout,1048,AR...44725,2010,0,5,0,1
Oosterhout,758,AR...44747,2011,0,11,0,1
Oosterhout,758,AR...44747,2010,0,6,1,1
Oosterhout,758,AR...44747,2011,0,11,0,1
Oosterhout,758,AR...44747,2010,0,6,1,1
Oosterhout,759,AR...44748,2011,0,11,2,1
Oosterhout,759,AR...44748,2011,0,11,2,1
Oosterhout,759,AR...44748,2010,0,9,0,1
Oosterhout,759,AR...44748,2010,0,9,0,1
Oosterhout,1051,AR...44751,2010,0,6,0,1
