"","ring","date","seeds","recs","pit","yr","sp","ring.info"
"134.50","tk27757","2009-03-02",1,1,"A4EA6C","2009","G","2007/08winter"
"134.51","tk27757","2009-03-04",1,1,"A4EA6C","2009","G","2007/08winter"
"134.52","tk27757","2009-10-02",24,26,"A4EA6C","2009","G","2007/08winter"
"134.53","tk27757","2009-10-03",25,27,"A4EA6C","2009","G","2007/08winter"
"134.54","tk27757","2009-10-18",8,8,"A4EA6C","2009","G","2007/08winter"
"134.55","tk27757","2009-11-13",1,1,"A4EA6C","2009","G","2007/08winter"
"134.56","tk27757","2009-11-25",36,38,"A4EA6C","2009","G","2007/08winter"
"134.57","tk27757","2009-11-26",44,45,"A4EA6C","2009","G","2007/08winter"
"134.58","tk27757","2009-11-27",6,8,"A4EA6C","2009","G","2007/08winter"
"134.59","tk27757","2009-11-28",2,2,"A4EA6C","2009","G","2007/08winter"
"134.60","tk27757","2009-11-29",1,1,"A4EA6C","2009","G","2007/08winter"
"134.61","tk27757","2010-01-19",6,7,"A4EA6C","2010","G","2007/08winter"
"134.62","tk27757","2010-01-20",32,33,"A4EA6C","2010","G","2007/08winter"
"134.63","tk27757","2010-01-24",2,2,"A4EA6C","2010","G","2007/08winter"
"134.64","tk27757","2010-02-11",5,5,"A4EA6C","2010","G","2007/08winter"
"134.65","tk27757","2010-02-17",18,18,"A4EA6C","2010","G","2007/08winter"
"134.66","tk27757","2010-02-18",74,84,"A4EA6C","2010","G","2007/08winter"
"134.67","tk27757","2010-02-19",1,2,"A4EA6C","2010","G","2007/08winter"
"134.68","tk27757","2010-02-20",1,1,"A4EA6C","2010","G","2007/08winter"
"134.69","tk27757","2010-03-01",36,37,"A4EA6C","2010","G","2007/08winter"
"134.70","tk27757","2010-03-02",23,25,"A4EA6C","2010","G","2007/08winter"
"134.71","tk27757","2010-03-04",42,47,"A4EA6C","2010","G","2007/08winter"
"134.72","tk27757","2010-03-05",52,53,"A4EA6C","2010","G","2007/08winter"
"134.73","tk27757","2010-03-06",47,50,"A4EA6C","2010","G","2007/08winter"
"134.74","tk27757","2010-03-07",12,14,"A4EA6C","2010","G","2007/08winter"
"4391","tc58046","2008-09-07",20,21,"A4EA7C","2008","G","2008breeder"
"4391.1","tc58046","2008-09-08",11,12,"A4EA7C","2008","G","2008breeder"
"4391.2","tc58046","2008-09-09",32,34,"A4EA7C","2008","G","2008breeder"
"4391.3","tc58046","2008-09-10",13,14,"A4EA7C","2008","G","2008breeder"
"4391.4","tc58046","2008-09-19",16,16,"A4EA7C","2008","G","2008breeder"
"4391.5","tc58046","2008-09-20",1,1,"A4EA7C","2008","G","2008breeder"
"4391.6","tc58046","2008-09-24",1,1,"A4EA7C","2008","G","2008breeder"
"4391.7","tc58046","2008-10-24",2,2,"A4EA7C","2008","G","2008breeder"
"4391.8","tc58046","2008-11-06",7,7,"A4EA7C","2008","G","2008breeder"
"4391.9","tc58046","2008-11-07",20,21,"A4EA7C","2008","G","2008breeder"
"4391.10","tc58046","2008-11-14",28,30,"A4EA7C","2008","G","2008breeder"
"4391.11","tc58046","2008-11-15",31,33,"A4EA7C","2008","G","2008breeder"
"4391.12","tc58046","2008-11-16",9,11,"A4EA7C","2008","G","2008breeder"
"4391.13","tc58046","2008-11-21",15,15,"A4EA7C","2008","G","2008breeder"
"4391.14","tc58046","2008-12-05",4,4,"A4EA7C","2008","G","2008breeder"
"4391.15","tc58046","2008-12-08",3,3,"A4EA7C","2008","G","2008breeder"
"4391.16","tc58046","2008-12-19",5,5,"A4EA7C","2008","G","2008breeder"
"4391.17","tc58046","2008-12-20",8,8,"A4EA7C","2008","G","2008breeder"
"4391.18","tc58046","2008-12-22",15,15,"A4EA7C","2008","G","2008breeder"
"4391.19","tc58046","2008-12-23",9,9,"A4EA7C","2008","G","2008breeder"
"4391.20","tc58046","2009-01-13",7,8,"A4EA7C","2009","G","2008breeder"
"4391.21","tc58046","2009-01-18",1,1,"A4EA7C","2009","G","2008breeder"
"4391.22","tc58046","2009-01-21",1,1,"A4EA7C","2009","G","2008breeder"
"4391.23","tc58046","2009-01-24",1,1,"A4EA7C","2009","G","2008breeder"
"4391.24","tc58046","2009-02-13",5,6,"A4EA7C","2009","G","2008breeder"
"4391.25","tc58046","2009-02-14",5,5,"A4EA7C","2009","G","2008breeder"
"4391.26","tc58046","2009-02-20",1,1,"A4EA7C","2009","G","2008breeder"
"4391.27","tc58046","2009-02-25",5,6,"A4EA7C","2009","G","2008breeder"
"4391.28","tc58046","2009-02-27",5,5,"A4EA7C","2009","G","2008breeder"
"4391.29","tc58046","2009-02-28",15,17,"A4EA7C","2009","G","2008breeder"
"4391.30","tc58046","2009-03-01",1,1,"A4EA7C","2009","G","2008breeder"
"4391.31","tc58046","2009-09-18",19,19,"A4EA7C","2009","G","2008breeder"
"4391.32","tc58046","2009-09-19",15,15,"A4EA7C","2009","G","2008breeder"
"4391.33","tc58046","2009-09-20",2,2,"A4EA7C","2009","G","2008breeder"
"4391.34","tc58046","2009-09-24",4,4,"A4EA7C","2009","G","2008breeder"
"4391.35","tc58046","2009-09-29",2,2,"A4EA7C","2009","G","2008breeder"
"4391.36","tc58046","2009-10-01",8,8,"A4EA7C","2009","G","2008breeder"
"4391.37","tc58046","2009-10-02",12,13,"A4EA7C","2009","G","2008breeder"
"4391.38","tc58046","2009-10-15",11,12,"A4EA7C","2009","G","2008breeder"
"4391.39","tc58046","2009-10-17",5,5,"A4EA7C","2009","G","2008breeder"
"4391.40","tc58046","2009-11-12",11,12,"A4EA7C","2009","G","2008breeder"
"4391.41","tc58046","2009-11-13",5,5,"A4EA7C","2009","G","2008breeder"
"4391.42","tc58046","2009-11-14",20,23,"A4EA7C","2009","G","2008breeder"
"4391.43","tc58046","2009-12-24",2,2,"A4EA7C","2009","G","2008breeder"
"4391.44","tc58046","2010-02-03",10,11,"A4EA7C","2010","G","2008breeder"
"4391.45","tc58046","2010-02-10",1,1,"A4EA7C","2010","G","2008breeder"
"4391.46","tc58046","2010-02-11",14,18,"A4EA7C","2010","G","2008breeder"
"4391.47","tc58046","2010-02-13",12,13,"A4EA7C","2010","G","2008breeder"
"4391.48","tc58046","2010-02-15",12,12,"A4EA7C","2010","G","2008breeder"
"4391.49","tc58046","2010-02-16",10,10,"A4EA7C","2010","G","2008breeder"
"4391.50","tc58046","2010-02-17",13,15,"A4EA7C","2010","G","2008breeder"
"4391.51","tc58046","2010-03-01",31,35,"A4EA7C","2010","G","2008breeder"
"4391.52","tc58046","2010-03-02",31,35,"A4EA7C","2010","G","2008breeder"
"4391.53","tc58046","2010-03-04",13,13,"A4EA7C","2010","G","2008breeder"
"4391.54","tc58046","2010-03-05",3,3,"A4EA7C","2010","G","2008breeder"
"2552","tj27426","2007-09-20",69,74,"A4EA85","2007","G","2007pullus"
"2552.1","tj27426","2007-09-21",39,43,"A4EA85","2007","G","2007pullus"
"2552.2","tj27426","2007-09-22",6,10,"A4EA85","2007","G","2007pullus"
"2552.3","tj27426","2007-09-25",1,1,"A4EA85","2007","G","2007pullus"
"2552.4","tj27426","2007-09-28",2,2,"A4EA85","2007","G","2007pullus"
"2552.5","tj27426","2007-09-29",5,5,"A4EA85","2007","G","2007pullus"
"2552.6","tj27426","2007-11-02",2,2,"A4EA85","2007","G","2007pullus"
"2552.7","tj27426","2007-11-04",8,8,"A4EA85","2007","G","2007pullus"
"2552.8","tj27426","2007-11-07",19,19,"A4EA85","2007","G","2007pullus"
"2552.9","tj27426","2007-11-08",69,75,"A4EA85","2007","G","2007pullus"
"2552.10","tj27426","2007-11-09",31,34,"A4EA85","2007","G","2007pullus"
"2552.11","tj27426","2007-11-10",3,3,"A4EA85","2007","G","2007pullus"
"2552.12","tj27426","2007-11-27",39,42,"A4EA85","2007","G","2007pullus"
"2552.13","tj27426","2007-11-28",18,19,"A4EA85","2007","G","2007pullus"
"73","t176958","2008-02-15",10,10,"A4EA96","2008","G","2007/08winter"
"73.1","t176958","2008-02-16",46,51,"A4EA96","2008","G","2007/08winter"
"73.2","t176958","2008-02-17",2,3,"A4EA96","2008","G","2007/08winter"
"1439","tb27484","2007-09-27",3,6,"A4EABB","2007","G","2007pullus"
"1439.1","tb27484","2007-10-03",13,13,"A4EABB","2007","G","2007pullus"
"1439.2","tb27484","2007-10-04",41,44,"A4EABB","2007","G","2007pullus"
"6544","tl39645","2008-09-25",10,11,"A4EABD","2008","G","2008pullus"
"6544.1","tl39645","2008-09-26",62,73,"A4EABD","2008","G","2008pullus"
"6544.2","tl39645","2008-09-27",14,20,"A4EABD","2008","G","2008pullus"
"6544.3","tl39645","2008-09-28",3,7,"A4EABD","2008","G","2008pullus"
"886","te80267","2007-08-16",59,63,"A4EAC3","2007","G","2007breeder"
"886.1","te80267","2007-08-17",48,51,"A4EAC3","2007","G","2007breeder"
"886.2","te80267","2007-08-18",42,44,"A4EAC3","2007","G","2007breeder"
"886.3","te80267","2007-08-19",2,2,"A4EAC3","2007","G","2007breeder"
"886.4","te80267","2007-08-30",11,12,"A4EAC3","2007","G","2007breeder"
"886.5","te80267","2007-08-31",49,55,"A4EAC3","2007","G","2007breeder"
"886.6","te80267","2007-09-01",6,13,"A4EAC3","2007","G","2007breeder"
"886.7","te80267","2007-09-08",4,4,"A4EAC3","2007","G","2007breeder"
"886.8","te80267","2007-09-09",12,13,"A4EAC3","2007","G","2007breeder"
"886.9","te80267","2007-09-10",4,5,"A4EAC3","2007","G","2007breeder"
"886.10","te80267","2007-09-11",5,5,"A4EAC3","2007","G","2007breeder"
"886.11","te80267","2007-11-17",9,9,"A4EAC3","2007","G","2007breeder"
"886.12","te80267","2007-11-26",46,46,"A4EAC3","2007","G","2007breeder"
"886.13","te80267","2007-11-27",43,44,"A4EAC3","2007","G","2007breeder"
"886.14","te80267","2007-11-28",24,25,"A4EAC3","2007","G","2007breeder"
"886.15","te80267","2007-11-30",31,33,"A4EAC3","2007","G","2007breeder"
"886.16","te80267","2007-12-01",53,55,"A4EAC3","2007","G","2007breeder"
"886.17","te80267","2007-12-02",37,39,"A4EAC3","2007","G","2007breeder"
"886.18","te80267","2007-12-03",3,4,"A4EAC3","2007","G","2007breeder"
"886.19","te80267","2007-12-06",10,10,"A4EAC3","2007","G","2007breeder"
"886.20","te80267","2007-12-07",45,52,"A4EAC3","2007","G","2007breeder"
"886.21","te80267","2007-12-08",21,24,"A4EAC3","2007","G","2007breeder"
"886.22","te80267","2007-12-10",1,2,"A4EAC3","2007","G","2007breeder"
"886.23","te80267","2007-12-21",35,36,"A4EAC3","2007","G","2007breeder"
"886.24","te80267","2007-12-22",27,27,"A4EAC3","2007","G","2007breeder"
"886.25","te80267","2007-12-23",27,29,"A4EAC3","2007","G","2007breeder"
"886.26","te80267","2008-01-14",50,52,"A4EAC3","2008","G","2007breeder"
"886.27","te80267","2008-01-15",51,55,"A4EAC3","2008","G","2007breeder"
"886.28","te80267","2008-01-16",7,9,"A4EAC3","2008","G","2007breeder"
"886.29","te80267","2008-01-17",1,2,"A4EAC3","2008","G","2007breeder"
"886.30","te80267","2008-01-24",6,6,"A4EAC3","2008","G","2007breeder"
"886.31","te80267","2008-01-25",43,46,"A4EAC3","2008","G","2007breeder"
"886.32","te80267","2008-01-26",1,1,"A4EAC3","2008","G","2007breeder"
"886.33","te80267","2008-02-07",32,37,"A4EAC3","2008","G","2007breeder"
"886.34","te80267","2008-02-08",19,23,"A4EAC3","2008","G","2007breeder"
"886.35","te80267","2008-02-09",1,1,"A4EAC3","2008","G","2007breeder"
"886.36","te80267","2008-02-25",13,14,"A4EAC3","2008","G","2007breeder"
"886.37","te80267","2008-02-26",41,45,"A4EAC3","2008","G","2007breeder"
"886.38","te80267","2008-02-27",1,1,"A4EAC3","2008","G","2007breeder"
"886.39","te80267","2008-09-11",4,4,"A4EAC3","2008","G","2007breeder"
"886.40","te80267","2008-09-12",40,44,"A4EAC3","2008","G","2007breeder"
"886.41","te80267","2008-09-13",2,2,"A4EAC3","2008","G","2007breeder"
"886.42","te80267","2008-09-14",2,2,"A4EAC3","2008","G","2007breeder"
"886.43","te80267","2008-09-15",20,23,"A4EAC3","2008","G","2007breeder"
"886.44","te80267","2008-10-13",20,21,"A4EAC3","2008","G","2007breeder"
"886.45","te80267","2008-10-14",34,36,"A4EAC3","2008","G","2007breeder"
"886.46","te80267","2008-10-15",1,1,"A4EAC3","2008","G","2007breeder"
"886.47","te80267","2008-10-23",3,3,"A4EAC3","2008","G","2007breeder"
"886.48","te80267","2008-10-24",3,3,"A4EAC3","2008","G","2007breeder"
"886.49","te80267","2008-10-25",3,3,"A4EAC3","2008","G","2007breeder"
"886.50","te80267","2008-11-24",2,2,"A4EAC3","2008","G","2007breeder"
"886.51","te80267","2008-11-25",29,32,"A4EAC3","2008","G","2007breeder"
"886.52","te80267","2008-11-26",1,2,"A4EAC3","2008","G","2007breeder"
"886.53","te80267","2008-12-19",4,4,"A4EAC3","2008","G","2007breeder"
"886.54","te80267","2008-12-20",9,10,"A4EAC3","2008","G","2007breeder"
"886.55","te80267","2009-01-16",12,13,"A4EAC3","2009","G","2007breeder"
"886.56","te80267","2009-01-17",24,24,"A4EAC3","2009","G","2007breeder"
"886.57","te80267","2009-01-22",1,1,"A4EAC3","2009","G","2007breeder"
"886.58","te80267","2009-01-23",4,4,"A4EAC3","2009","G","2007breeder"
"886.59","te80267","2009-01-24",25,25,"A4EAC3","2009","G","2007breeder"
"886.60","te80267","2009-01-25",1,2,"A4EAC3","2009","G","2007breeder"
"886.61","te80267","2009-01-30",34,35,"A4EAC3","2009","G","2007breeder"
"886.62","te80267","2009-02-12",42,47,"A4EAC3","2009","G","2007breeder"
"886.63","te80267","2009-02-13",12,12,"A4EAC3","2009","G","2007breeder"
"886.64","te80267","2009-02-26",20,21,"A4EAC3","2009","G","2007breeder"
"886.65","te80267","2009-02-27",64,72,"A4EAC3","2009","G","2007breeder"
"886.66","te80267","2009-02-28",1,1,"A4EAC3","2009","G","2007breeder"
"3854","ve32892","2007-08-16",1,1,"A4EACC","2007","G","2007pullus"
"3854.1","ve32892","2007-09-01",1,1,"A4EACC","2007","G","2007pullus"
"3854.2","ve32892","2007-11-30",1,1,"A4EACC","2007","G","2007pullus"
"3854.3","ve32892","2007-12-01",1,1,"A4EACC","2007","G","2007pullus"
"3854.4","ve32892","2008-01-25",1,1,"A4EACC","2008","G","2007pullus"
"3854.5","ve32892","2008-02-08",1,1,"A4EACC","2008","G","2007pullus"
"3854.6","ve32892","2008-09-12",1,1,"A4EACC","2008","G","2007pullus"
"3854.7","ve32892","2008-09-15",1,1,"A4EACC","2008","G","2007pullus"
"3854.8","ve32892","2008-10-14",1,1,"A4EACC","2008","G","2007pullus"
"3854.9","ve32892","2009-02-27",1,1,"A4EACC","2009","G","2007pullus"
"2732","tj27608","2007-09-22",2,2,"A4EAD2","2007","G","2007pullus"
"2732.1","tj27608","2007-09-23",2,3,"A4EAD2","2007","G","2007pullus"
"2","k578714","2008-01-28",15,16,"A4EAE2","2008","G","2007/08winter"
"2.1","k578714","2008-02-02",21,23,"A4EAE2","2008","G","2007/08winter"
"2.2","k578714","2008-02-04",39,43,"A4EAE2","2008","G","2007/08winter"
"2.3","k578714","2008-02-05",31,34,"A4EAE2","2008","G","2007/08winter"
"2.4","k578714","2008-02-11",9,9,"A4EAE2","2008","G","2007/08winter"
"2.5","k578714","2008-02-12",42,50,"A4EAE2","2008","G","2007/08winter"
"2.6","k578714","2008-02-15",18,21,"A4EAE2","2008","G","2007/08winter"
"2.7","k578714","2008-02-18",34,38,"A4EAE2","2008","G","2007/08winter"
"2.8","k578714","2008-02-19",55,63,"A4EAE2","2008","G","2007/08winter"
"2.9","k578714","2008-02-20",1,1,"A4EAE2","2008","G","2007/08winter"
"2.10","k578714","2008-02-21",33,36,"A4EAE2","2008","G","2007/08winter"
"2.11","k578714","2008-02-22",16,17,"A4EAE2","2008","G","2007/08winter"
"2.12","k578714","2008-02-27",22,27,"A4EAE2","2008","G","2007/08winter"
"2.13","k578714","2008-02-28",1,1,"A4EAE2","2008","G","2007/08winter"
"2.14","k578714","2008-02-29",5,5,"A4EAE2","2008","G","2007/08winter"
"2.15","k578714","2008-08-30",7,7,"A4EAE2","2008","G","2007/08winter"
"2.16","k578714","2008-08-31",1,1,"A4EAE2","2008","G","2007/08winter"
"2.17","k578714","2008-09-02",1,2,"A4EAE2","2008","G","2007/08winter"
"2.18","k578714","2008-09-03",1,1,"A4EAE2","2008","G","2007/08winter"
"2.19","k578714","2008-09-11",37,48,"A4EAE2","2008","G","2007/08winter"
"2.20","k578714","2008-09-12",49,60,"A4EAE2","2008","G","2007/08winter"
"2.21","k578714","2008-09-13",12,15,"A4EAE2","2008","G","2007/08winter"
"2.22","k578714","2008-09-15",15,16,"A4EAE2","2008","G","2007/08winter"
"2.23","k578714","2008-09-16",34,40,"A4EAE2","2008","G","2007/08winter"
"2.24","k578714","2008-09-23",42,44,"A4EAE2","2008","G","2007/08winter"
"2.25","k578714","2008-09-24",19,24,"A4EAE2","2008","G","2007/08winter"
"2.26","k578714","2008-09-25",31,32,"A4EAE2","2008","G","2007/08winter"
"2.27","k578714","2008-09-26",14,16,"A4EAE2","2008","G","2007/08winter"
"2.28","k578714","2008-09-30",52,55,"A4EAE2","2008","G","2007/08winter"
"2.29","k578714","2008-10-02",35,39,"A4EAE2","2008","G","2007/08winter"
"2.30","k578714","2008-10-03",36,40,"A4EAE2","2008","G","2007/08winter"
"2.31","k578714","2008-10-04",8,9,"A4EAE2","2008","G","2007/08winter"
"2.32","k578714","2008-10-23",3,3,"A4EAE2","2008","G","2007/08winter"
"2.33","k578714","2008-10-24",23,24,"A4EAE2","2008","G","2007/08winter"
"2.34","k578714","2008-10-28",26,31,"A4EAE2","2008","G","2007/08winter"
"2.35","k578714","2008-10-31",74,81,"A4EAE2","2008","G","2007/08winter"
"2.36","k578714","2008-11-01",6,6,"A4EAE2","2008","G","2007/08winter"
"2.37","k578714","2008-11-07",16,16,"A4EAE2","2008","G","2007/08winter"
"2.38","k578714","2008-11-11",44,45,"A4EAE2","2008","G","2007/08winter"
"2.39","k578714","2008-11-12",48,49,"A4EAE2","2008","G","2007/08winter"
"2.40","k578714","2008-11-14",26,26,"A4EAE2","2008","G","2007/08winter"
"2.41","k578714","2008-11-15",26,26,"A4EAE2","2008","G","2007/08winter"
"83","t176985","2008-02-29",17,18,"A4EAF9","2008","G","2007/08winter"
"83.1","t176985","2008-03-01",4,5,"A4EAF9","2008","G","2007/08winter"
"83.2","t176985","2008-03-05",1,1,"A4EAF9","2008","G","2007/08winter"
"529","t176730","2007-09-10",18,20,"A4EB02","2007","G","2007breeder"
"529.1","t176730","2007-10-18",24,24,"A4EB02","2007","G","2007breeder"
"529.2","t176730","2007-10-19",23,24,"A4EB02","2007","G","2007breeder"
"529.3","t176730","2007-10-20",21,21,"A4EB02","2007","G","2007breeder"
"529.4","t176730","2007-10-21",7,7,"A4EB02","2007","G","2007breeder"
"529.5","t176730","2007-10-22",19,20,"A4EB02","2007","G","2007breeder"
"529.6","t176730","2007-10-23",1,1,"A4EB02","2007","G","2007breeder"
"529.7","t176730","2007-10-28",5,6,"A4EB02","2007","G","2007breeder"
"529.8","t176730","2007-11-01",12,12,"A4EB02","2007","G","2007breeder"
"529.9","t176730","2007-11-03",23,24,"A4EB02","2007","G","2007breeder"
"529.10","t176730","2007-11-08",13,13,"A4EB02","2007","G","2007breeder"
"529.11","t176730","2007-11-09",44,46,"A4EB02","2007","G","2007breeder"
"529.12","t176730","2007-11-10",2,3,"A4EB02","2007","G","2007breeder"
"786","tc58577","2007-08-10",24,26,"A4EB05","2007","G","2007breeder"
"786.1","tc58577","2007-08-11",20,23,"A4EB05","2007","G","2007breeder"
"786.2","tc58577","2007-08-12",1,3,"A4EB05","2007","G","2007breeder"
"786.3","tc58577","2007-08-31",29,29,"A4EB05","2007","G","2007breeder"
"786.4","tc58577","2007-09-01",3,3,"A4EB05","2007","G","2007breeder"
"786.5","tc58577","2007-09-08",25,26,"A4EB05","2007","G","2007breeder"
"786.6","tc58577","2007-09-09",21,22,"A4EB05","2007","G","2007breeder"
"786.7","tc58577","2007-09-27",22,23,"A4EB05","2007","G","2007breeder"
"786.8","tc58577","2007-09-28",37,40,"A4EB05","2007","G","2007breeder"
"786.9","tc58577","2007-09-29",31,34,"A4EB05","2007","G","2007breeder"
"786.10","tc58577","2007-09-30",1,1,"A4EB05","2007","G","2007breeder"
"786.11","tc58577","2007-10-26",7,7,"A4EB05","2007","G","2007breeder"
"786.12","tc58577","2007-11-07",15,15,"A4EB05","2007","G","2007breeder"
"786.13","tc58577","2007-11-08",31,33,"A4EB05","2007","G","2007breeder"
"786.14","tc58577","2007-11-09",43,48,"A4EB05","2007","G","2007breeder"
"786.15","tc58577","2007-11-10",1,1,"A4EB05","2007","G","2007breeder"
"786.16","tc58577","2007-11-17",7,7,"A4EB05","2007","G","2007breeder"
"786.17","tc58577","2007-11-18",25,26,"A4EB05","2007","G","2007breeder"
"786.18","tc58577","2007-11-27",20,21,"A4EB05","2007","G","2007breeder"
"786.19","tc58577","2007-11-28",9,10,"A4EB05","2007","G","2007breeder"
"786.20","tc58577","2007-11-30",34,36,"A4EB05","2007","G","2007breeder"
"786.21","tc58577","2007-12-01",44,48,"A4EB05","2007","G","2007breeder"
"786.22","tc58577","2007-12-02",29,31,"A4EB05","2007","G","2007breeder"
"786.23","tc58577","2007-12-21",30,32,"A4EB05","2007","G","2007breeder"
"786.24","tc58577","2007-12-23",8,8,"A4EB05","2007","G","2007breeder"
"786.25","tc58577","2008-01-06",11,15,"A4EB05","2008","G","2007breeder"
"786.26","tc58577","2008-01-16",1,2,"A4EB05","2008","G","2007breeder"
"786.27","tc58577","2008-01-22",22,23,"A4EB05","2008","G","2007breeder"
"786.28","tc58577","2008-01-24",1,1,"A4EB05","2008","G","2007breeder"
"786.29","tc58577","2008-01-25",46,51,"A4EB05","2008","G","2007breeder"
"786.30","tc58577","2008-01-28",1,1,"A4EB05","2008","G","2007breeder"
"786.31","tc58577","2008-02-08",2,2,"A4EB05","2008","G","2007breeder"
"786.32","tc58577","2008-02-15",39,40,"A4EB05","2008","G","2007breeder"
"786.33","tc58577","2008-02-16",11,11,"A4EB05","2008","G","2007breeder"
"786.34","tc58577","2008-02-25",4,4,"A4EB05","2008","G","2007breeder"
"786.35","tc58577","2008-02-26",41,47,"A4EB05","2008","G","2007breeder"
"786.36","tc58577","2008-02-28",17,17,"A4EB05","2008","G","2007breeder"
"786.37","tc58577","2008-02-29",25,26,"A4EB05","2008","G","2007breeder"
"786.38","tc58577","2008-08-29",27,28,"A4EB05","2008","G","2007breeder"
"786.39","tc58577","2008-08-30",16,20,"A4EB05","2008","G","2007breeder"
"786.40","tc58577","2008-09-01",2,3,"A4EB05","2008","G","2007breeder"
"786.41","tc58577","2008-09-16",24,26,"A4EB05","2008","G","2007breeder"
"786.42","tc58577","2008-09-17",3,5,"A4EB05","2008","G","2007breeder"
"786.43","tc58577","2008-09-23",28,30,"A4EB05","2008","G","2007breeder"
"786.44","tc58577","2008-09-24",17,18,"A4EB05","2008","G","2007breeder"
"786.45","tc58577","2008-09-30",20,21,"A4EB05","2008","G","2007breeder"
"786.46","tc58577","2008-10-03",1,1,"A4EB05","2008","G","2007breeder"
"786.47","tc58577","2008-10-14",7,9,"A4EB05","2008","G","2007breeder"
"786.48","tc58577","2008-10-23",5,6,"A4EB05","2008","G","2007breeder"
"786.49","tc58577","2008-10-24",9,11,"A4EB05","2008","G","2007breeder"
"786.50","tc58577","2008-10-27",9,9,"A4EB05","2008","G","2007breeder"
"786.51","tc58577","2008-11-01",1,1,"A4EB05","2008","G","2007breeder"
"786.52","tc58577","2008-12-09",18,19,"A4EB05","2008","G","2007breeder"
"786.53","tc58577","2008-12-10",3,3,"A4EB05","2008","G","2007breeder"
"786.54","tc58577","2008-12-23",20,21,"A4EB05","2008","G","2007breeder"
"786.55","tc58577","2008-12-31",1,1,"A4EB05","2008","G","2007breeder"
"786.56","tc58577","2009-01-13",10,10,"A4EB05","2009","G","2007breeder"
"786.57","tc58577","2009-01-14",2,2,"A4EB05","2009","G","2007breeder"
"786.58","tc58577","2009-01-21",14,16,"A4EB05","2009","G","2007breeder"
"786.59","tc58577","2009-01-29",3,3,"A4EB05","2009","G","2007breeder"
"786.60","tc58577","2009-01-30",9,10,"A4EB05","2009","G","2007breeder"
"786.61","tc58577","2009-02-03",28,31,"A4EB05","2009","G","2007breeder"
"786.62","tc58577","2009-02-04",6,7,"A4EB05","2009","G","2007breeder"
"786.63","tc58577","2009-02-10",1,1,"A4EB05","2009","G","2007breeder"
"786.64","tc58577","2009-02-23",12,13,"A4EB05","2009","G","2007breeder"
"786.65","tc58577","2009-02-24",37,39,"A4EB05","2009","G","2007breeder"
"786.66","tc58577","2009-02-27",11,13,"A4EB05","2009","G","2007breeder"
"2827","tj27710","2007-09-27",2,2,"A4EB0F","2007","G","2007pullus"
"2827.1","tj27710","2007-09-28",5,5,"A4EB0F","2007","G","2007pullus"
"2827.2","tj27710","2007-11-26",8,8,"A4EB0F","2007","G","2007pullus"
"2827.3","tj27710","2007-11-27",18,18,"A4EB0F","2007","G","2007pullus"
"2827.4","tj27710","2007-11-28",35,36,"A4EB0F","2007","G","2007pullus"
"2827.5","tj27710","2007-11-29",5,6,"A4EB0F","2007","G","2007pullus"
"1152","v260947","2007-11-03",51,53,"A4EB13","2007","G","2007breeder"
"1152.1","v260947","2007-11-04",24,26,"A4EB13","2007","G","2007breeder"
"1152.2","v260947","2007-11-05",1,1,"A4EB13","2007","G","2007breeder"
"1753","te79980","2008-02-07",3,3,"A4EB24","2008","G","2007pullus"
"1753.1","te79980","2008-02-09",9,11,"A4EB24","2008","G","2007pullus"
"1753.2","te79980","2008-02-12",10,11,"A4EB24","2008","G","2007pullus"
"1753.3","te79980","2008-02-13",7,9,"A4EB24","2008","G","2007pullus"
"1753.4","te79980","2008-02-23",9,9,"A4EB24","2008","G","2007pullus"
"1753.5","te79980","2008-02-24",6,6,"A4EB24","2008","G","2007pullus"
"1753.6","te79980","2008-02-25",8,8,"A4EB24","2008","G","2007pullus"
"1753.7","te79980","2008-02-27",2,2,"A4EB24","2008","G","2007pullus"
"5309","tl37156","2008-09-12",1,1,"A4EB27","2008","G","2008pullus"
"5309.1","tl37156","2008-09-14",1,3,"A4EB27","2008","G","2008pullus"
"5309.2","tl37156","2008-09-15",2,2,"A4EB27","2008","G","2008pullus"
"5309.3","tl37156","2008-09-19",3,4,"A4EB27","2008","G","2008pullus"
"591","t640066","2007-09-07",16,17,"A4EB48","2007","G","2007breeder"
"591.1","t640066","2007-09-08",25,26,"A4EB48","2007","G","2007breeder"
"591.2","t640066","2007-09-09",13,13,"A4EB48","2007","G","2007breeder"
"591.3","t640066","2007-09-10",7,7,"A4EB48","2007","G","2007breeder"
"591.4","t640066","2007-09-11",3,3,"A4EB48","2007","G","2007breeder"
"591.5","t640066","2007-10-18",8,8,"A4EB48","2007","G","2007breeder"
"591.6","t640066","2007-10-19",1,1,"A4EB48","2007","G","2007breeder"
"591.7","t640066","2007-10-20",1,1,"A4EB48","2007","G","2007breeder"
"591.8","t640066","2007-11-28",8,9,"A4EB48","2007","G","2007breeder"
"591.9","t640066","2008-01-22",8,8,"A4EB48","2008","G","2007breeder"
"591.10","t640066","2008-01-23",1,2,"A4EB48","2008","G","2007breeder"
"591.11","t640066","2008-02-04",10,10,"A4EB48","2008","G","2007breeder"
"591.12","t640066","2008-02-05",5,5,"A4EB48","2008","G","2007breeder"
"591.13","t640066","2008-02-21",43,43,"A4EB48","2008","G","2007breeder"
"591.14","t640066","2008-02-22",24,27,"A4EB48","2008","G","2007breeder"
